,0
94,Pf3D7_01_v3:430152-430858
95,Pf3D7_01_v3:430152-430858
96,Pf3D7_01_v3:431539-435042
97,Pf3D7_01_v3:436408-438564
98,Pf3D7_01_v3:439652-441418
99,Pf3D7_01_v3:442543-443289
100,Pf3D7_01_v3:446026-448849
101,Pf3D7_01_v3:446026-448849
102,Pf3D7_01_v3:446026-448849
103,Pf3D7_01_v3:450043-450646
104,Pf3D7_01_v3:450043-450646
105,Pf3D7_01_v3:450043-450646
106,Pf3D7_01_v3:454847-455338
107,Pf3D7_01_v3:454847-455338
108,Pf3D7_01_v3:454847-455338
109,Pf3D7_01_v3:481809-482618
110,Pf3D7_01_v3:481809-482618
111,Pf3D7_01_v3:481809-482618
112,Pf3D7_01_v3:487892-490127
113,Pf3D7_01_v3:487892-490127
114,Pf3D7_01_v3:487892-490127
115,Pf3D7_01_v3:542480-546983
116,Pf3D7_01_v3:547597-548380
117,Pf3D7_01_v3:547597-548380
118,Pf3D7_01_v3:547597-548380
119,Pf3D7_01_v3:577704-583789
120,Pf3D7_01_v3:577704-583789
121,Pf3D7_01_v3:577704-583789
122,Pf3D7_01_v3:587391-588394
123,Pf3D7_01_v3:587391-588394
124,Pf3D7_01_v3:587391-588394
125,Pf3D7_01_v3:604162-605531
126,Pf3D7_01_v3:604162-605531
127,Pf3D7_01_v3:604162-605531
128,Pf3D7_01_v3:607390-614893
129,Pf3D7_01_v3:607390-614893
130,Pf3D7_01_v3:607390-614893
131,Pf3D7_02_v3:25232-31168
132,Pf3D7_02_v3:25232-31168
133,Pf3D7_02_v3:25232-31168
134,Pf3D7_02_v3:73441-74396
135,Pf3D7_02_v3:73441-74396
136,Pf3D7_02_v3:73441-74396
137,Pf3D7_02_v3:77251-78808
138,Pf3D7_02_v3:77251-78808
139,Pf3D7_02_v3:77251-78808
140,Pf3D7_02_v3:81291-84165
141,Pf3D7_02_v3:81291-84165
142,Pf3D7_02_v3:81291-84165
143,Pf3D7_02_v3:86832-88791
144,Pf3D7_02_v3:86832-88791
145,Pf3D7_02_v3:86832-88791
146,Pf3D7_02_v3:91318-98838
147,Pf3D7_02_v3:91318-98838
148,Pf3D7_02_v3:91318-98838
149,Pf3D7_02_v3:103385-105796
150,Pf3D7_02_v3:103385-105796
151,Pf3D7_02_v3:103385-105796
152,Pf3D7_02_v3:109564-110580
153,Pf3D7_02_v3:127994-128314
154,Pf3D7_02_v3:129342-133563
155,Pf3D7_02_v3:137557-138389
156,Pf3D7_02_v3:138927-141192
157,Pf3D7_02_v3:160514-161242
158,Pf3D7_02_v3:160514-161242
159,Pf3D7_02_v3:160514-161242
160,Pf3D7_02_v3:162065-162900
161,Pf3D7_02_v3:162065-162900
162,Pf3D7_02_v3:162065-162900
163,Pf3D7_02_v3:166144-168051
164,Pf3D7_02_v3:168682-170136
165,Pf3D7_02_v3:168682-170136
166,Pf3D7_02_v3:168682-170136
167,Pf3D7_02_v3:171563-174912
168,Pf3D7_02_v3:176567-178300
169,Pf3D7_02_v3:176567-178300
170,Pf3D7_02_v3:176567-178300
171,Pf3D7_02_v3:192818-194199
172,Pf3D7_02_v3:217882-218907
173,Pf3D7_02_v3:217882-218907
174,Pf3D7_02_v3:217882-218907
175,Pf3D7_02_v3:223478-224851
176,Pf3D7_02_v3:228025-229932
177,Pf3D7_02_v3:231141-232529
178,Pf3D7_02_v3:231141-232529
179,Pf3D7_02_v3:231141-232529
180,Pf3D7_02_v3:232729-233476
181,Pf3D7_02_v3:232729-233476
182,Pf3D7_02_v3:232729-233476
183,Pf3D7_02_v3:245358-246699
184,Pf3D7_02_v3:245358-246699
185,Pf3D7_02_v3:245358-246699
186,Pf3D7_02_v3:249030-250727
187,Pf3D7_02_v3:270078-270619
188,Pf3D7_02_v3:270078-270619
189,Pf3D7_02_v3:270078-270619
190,Pf3D7_02_v3:271594-273009
191,Pf3D7_02_v3:271594-273009
192,Pf3D7_02_v3:271594-273009
193,Pf3D7_02_v3:273689-274507
194,Pf3D7_02_v3:275540-276577
195,Pf3D7_02_v3:277494-278456
196,Pf3D7_02_v3:288183-288665
197,Pf3D7_02_v3:288183-288665
198,Pf3D7_02_v3:288183-288665
199,Pf3D7_02_v3:335679-336581
200,Pf3D7_02_v3:335679-336581
201,Pf3D7_02_v3:335679-336581
202,Pf3D7_02_v3:352836-353628
203,Pf3D7_02_v3:352836-353628
204,Pf3D7_02_v3:352836-353628
205,Pf3D7_02_v3:354621-356117
206,Pf3D7_02_v3:354621-356117
207,Pf3D7_02_v3:354621-356117
208,Pf3D7_02_v3:356501-358014
209,Pf3D7_02_v3:356501-358014
210,Pf3D7_02_v3:356501-358014
211,Pf3D7_02_v3:359142-359849
212,Pf3D7_02_v3:381130-383445
213,Pf3D7_02_v3:384865-386580
214,Pf3D7_02_v3:387273-388151
215,Pf3D7_02_v3:388424-390611
216,Pf3D7_02_v3:404281-406355
217,Pf3D7_02_v3:404281-406355
218,Pf3D7_02_v3:404281-406355
219,Pf3D7_02_v3:409983-410228
220,Pf3D7_02_v3:409983-410228
221,Pf3D7_02_v3:409983-410228
222,Pf3D7_02_v3:412275-412859
223,Pf3D7_02_v3:412275-412859
224,Pf3D7_02_v3:412275-412859
225,Pf3D7_02_v3:423063-424654
226,Pf3D7_02_v3:425689-426497
227,Pf3D7_02_v3:425689-426497
228,Pf3D7_02_v3:425689-426497
229,Pf3D7_02_v3:427490-431530
230,Pf3D7_02_v3:436050-436994
231,Pf3D7_02_v3:436050-436994
232,Pf3D7_02_v3:436050-436994
233,Pf3D7_02_v3:442080-442934
234,Pf3D7_02_v3:442080-442934
235,Pf3D7_02_v3:442080-442934
236,Pf3D7_02_v3:455579-456286
237,Pf3D7_02_v3:455579-456286
238,Pf3D7_02_v3:455579-456286
239,Pf3D7_02_v3:457130-458585
240,Pf3D7_02_v3:457130-458585
241,Pf3D7_02_v3:457130-458585
242,Pf3D7_02_v3:459072-461518
243,Pf3D7_02_v3:459072-461518
244,Pf3D7_02_v3:459072-461518
245,Pf3D7_02_v3:467847-468476
246,Pf3D7_02_v3:469790-473491
247,Pf3D7_02_v3:480100-481432
248,Pf3D7_02_v3:489904-490818
249,Pf3D7_02_v3:489904-490818
250,Pf3D7_02_v3:489904-490818
251,Pf3D7_02_v3:492616-494306
252,Pf3D7_02_v3:533253-534350
253,Pf3D7_02_v3:535646-536146
254,Pf3D7_02_v3:535646-536146
255,Pf3D7_02_v3:535646-536146
256,Pf3D7_02_v3:537789-539420
257,Pf3D7_02_v3:537789-539420
258,Pf3D7_02_v3:537789-539420
259,Pf3D7_02_v3:540409-540969
260,Pf3D7_02_v3:540409-540969
261,Pf3D7_02_v3:540409-540969
262,Pf3D7_02_v3:541086-541548
263,Pf3D7_02_v3:541086-541548
264,Pf3D7_02_v3:541086-541548
265,Pf3D7_02_v3:541811-543807
266,Pf3D7_02_v3:543802-545895
267,Pf3D7_02_v3:557048-557696
268,Pf3D7_02_v3:568529-573315
269,Pf3D7_02_v3:568529-573315
270,Pf3D7_02_v3:568529-573315
271,Pf3D7_02_v3:590501-591421
272,Pf3D7_02_v3:599829-601712
273,Pf3D7_02_v3:605045-609325
274,Pf3D7_02_v3:610625-615372
275,Pf3D7_02_v3:610625-615372
276,Pf3D7_02_v3:610625-615372
277,Pf3D7_02_v3:622524-624306
278,Pf3D7_02_v3:626976-627710
279,Pf3D7_02_v3:634589-637507
280,Pf3D7_02_v3:643106-644317
281,Pf3D7_02_v3:643106-644317
282,Pf3D7_02_v3:643106-644317
283,Pf3D7_02_v3:650663-653362
284,Pf3D7_02_v3:654918-656840
285,Pf3D7_02_v3:668985-669841
286,Pf3D7_02_v3:668985-669841
287,Pf3D7_02_v3:668985-669841
288,Pf3D7_02_v3:678487-683703
289,Pf3D7_02_v3:686485-688545
290,Pf3D7_02_v3:686485-688545
291,Pf3D7_02_v3:686485-688545
292,Pf3D7_02_v3:696193-699561
293,Pf3D7_02_v3:715798-716549
294,Pf3D7_02_v3:715798-716549
295,Pf3D7_02_v3:715798-716549
296,Pf3D7_02_v3:717692-718281
297,Pf3D7_02_v3:720437-722661
298,Pf3D7_02_v3:731120-732312
299,Pf3D7_02_v3:734272-734595
300,Pf3D7_02_v3:734272-734595
301,Pf3D7_02_v3:734272-734595
302,Pf3D7_02_v3:735438-736997
303,Pf3D7_02_v3:738860-739852
304,Pf3D7_02_v3:741014-742459
305,Pf3D7_02_v3:743289-745712
306,Pf3D7_02_v3:747566-749365
307,Pf3D7_02_v3:750049-751737
308,Pf3D7_02_v3:750049-751737
309,Pf3D7_02_v3:750049-751737
310,Pf3D7_02_v3:752966-753439
311,Pf3D7_02_v3:752966-753439
312,Pf3D7_02_v3:752966-753439
313,Pf3D7_02_v3:763491-765191
314,Pf3D7_02_v3:769761-771041
315,Pf3D7_02_v3:772316-772690
316,Pf3D7_02_v3:772316-772690
317,Pf3D7_02_v3:772316-772690
318,Pf3D7_02_v3:773335-773754
319,Pf3D7_02_v3:773335-773754
320,Pf3D7_02_v3:773335-773754
321,Pf3D7_02_v3:774815-776036
322,Pf3D7_02_v3:774815-776036
323,Pf3D7_02_v3:774815-776036
324,Pf3D7_02_v3:776828-778065
325,Pf3D7_02_v3:783723-784828
326,Pf3D7_02_v3:809511-810298
327,Pf3D7_02_v3:813827-814654
328,Pf3D7_02_v3:823825-824864
329,Pf3D7_02_v3:823825-824864
330,Pf3D7_02_v3:823825-824864
331,Pf3D7_02_v3:831189-832005
332,Pf3D7_02_v3:878468-879251
333,Pf3D7_02_v3:878468-879251
334,Pf3D7_02_v3:878468-879251
335,Pf3D7_02_v3:913244-914457
336,Pf3D7_02_v3:913244-914457
337,Pf3D7_02_v3:913244-914457
338,Pf3D7_02_v3:916352-923648
339,Pf3D7_02_v3:916352-923648
340,Pf3D7_02_v3:916352-923648
341,Pf3D7_03_v3:36965-44482
342,Pf3D7_03_v3:36965-44482
343,Pf3D7_03_v3:36965-44482
344,Pf3D7_03_v3:85305-86131
345,Pf3D7_03_v3:88250-89231
346,Pf3D7_03_v3:96568-97907
347,Pf3D7_03_v3:96568-97907
348,Pf3D7_03_v3:96568-97907
349,Pf3D7_03_v3:146372-147056
350,Pf3D7_03_v3:146372-147056
351,Pf3D7_03_v3:146372-147056
352,Pf3D7_03_v3:169571-174300
353,Pf3D7_03_v3:175022-175799
354,Pf3D7_03_v3:190180-190719
355,Pf3D7_03_v3:190180-190719
356,Pf3D7_03_v3:190180-190719
357,Pf3D7_03_v3:191245-192591
358,Pf3D7_03_v3:212283-216572
359,Pf3D7_03_v3:217941-218489
360,Pf3D7_03_v3:217941-218489
361,Pf3D7_03_v3:217941-218489
362,Pf3D7_03_v3:221323-222516
363,Pf3D7_03_v3:231793-232305
364,Pf3D7_03_v3:260332-261085
365,Pf3D7_03_v3:260332-261085
366,Pf3D7_03_v3:260332-261085
367,Pf3D7_03_v3:278956-279828
368,Pf3D7_03_v3:278956-279828
369,Pf3D7_03_v3:278956-279828
370,Pf3D7_03_v3:285579-286112
371,Pf3D7_03_v3:285579-286112
372,Pf3D7_03_v3:285579-286112
373,Pf3D7_03_v3:286906-287319
374,Pf3D7_03_v3:286906-287319
375,Pf3D7_03_v3:286906-287319
376,Pf3D7_03_v3:288637-290747
377,Pf3D7_03_v3:292943-294548
378,Pf3D7_03_v3:295107-296094
379,Pf3D7_03_v3:295107-296094
380,Pf3D7_03_v3:295107-296094
381,Pf3D7_03_v3:298517-300478
382,Pf3D7_03_v3:298517-300478
383,Pf3D7_03_v3:298517-300478
384,Pf3D7_03_v3:302826-303083
385,Pf3D7_03_v3:304317-304999
386,Pf3D7_03_v3:306108-307984
387,Pf3D7_03_v3:310652-311805
388,Pf3D7_03_v3:310652-311805
389,Pf3D7_03_v3:310652-311805
390,Pf3D7_03_v3:312693-313342
391,Pf3D7_03_v3:314976-316236
392,Pf3D7_03_v3:325922-328383
393,Pf3D7_03_v3:353549-355045
394,Pf3D7_03_v3:353549-355045
395,Pf3D7_03_v3:353549-355045
396,Pf3D7_03_v3:365659-366672
397,Pf3D7_03_v3:365659-366672
398,Pf3D7_03_v3:365659-366672
399,Pf3D7_03_v3:369925-370789
400,Pf3D7_03_v3:369925-370789
401,Pf3D7_03_v3:369925-370789
402,Pf3D7_03_v3:372632-374230
403,Pf3D7_03_v3:378045-378517
404,Pf3D7_03_v3:379130-383290
405,Pf3D7_03_v3:384375-386879
406,Pf3D7_03_v3:387219-388473
407,Pf3D7_03_v3:402933-405440
408,Pf3D7_03_v3:407980-408318
409,Pf3D7_03_v3:407980-408318
410,Pf3D7_03_v3:407980-408318
411,Pf3D7_03_v3:409102-410928
412,Pf3D7_03_v3:412089-413762
413,Pf3D7_03_v3:420697-421515
414,Pf3D7_03_v3:442720-446457
415,Pf3D7_03_v3:461175-462027
416,Pf3D7_03_v3:461175-462027
417,Pf3D7_03_v3:461175-462027
418,Pf3D7_03_v3:463326-464274
419,Pf3D7_03_v3:463326-464274
420,Pf3D7_03_v3:463326-464274
421,Pf3D7_03_v3:464662-464991
422,Pf3D7_03_v3:464662-464991
423,Pf3D7_03_v3:464662-464991
424,Pf3D7_03_v3:480122-483453
425,Pf3D7_03_v3:497118-497363
426,Pf3D7_03_v3:497118-497363
427,Pf3D7_03_v3:497118-497363
428,Pf3D7_03_v3:502698-505848
429,Pf3D7_03_v3:512130-512951
430,Pf3D7_03_v3:512130-512951
431,Pf3D7_03_v3:512130-512951
432,Pf3D7_03_v3:513752-516262
433,Pf3D7_03_v3:516793-520503
434,Pf3D7_03_v3:521969-522883
435,Pf3D7_03_v3:524154-526439
436,Pf3D7_03_v3:529037-530776
437,Pf3D7_03_v3:534239-535238
438,Pf3D7_03_v3:534239-535238
439,Pf3D7_03_v3:534239-535238
440,Pf3D7_03_v3:537621-538804
441,Pf3D7_03_v3:539743-542810
442,Pf3D7_03_v3:539743-542810
443,Pf3D7_03_v3:539743-542810
444,Pf3D7_03_v3:543241-543942
445,Pf3D7_03_v3:545828-548182
446,Pf3D7_03_v3:548718-551453
447,Pf3D7_03_v3:559334-562253
448,Pf3D7_03_v3:567247-568850
449,Pf3D7_03_v3:569308-571051
450,Pf3D7_03_v3:572666-576823
451,Pf3D7_03_v3:579539-580465
452,Pf3D7_03_v3:579539-580465
453,Pf3D7_03_v3:579539-580465
454,Pf3D7_03_v3:584226-585168
455,Pf3D7_03_v3:584226-585168
456,Pf3D7_03_v3:584226-585168
457,Pf3D7_03_v3:608883-610718
458,Pf3D7_03_v3:608883-610718
459,Pf3D7_03_v3:608883-610718
460,Pf3D7_03_v3:611334-612014
461,Pf3D7_03_v3:611334-612014
462,Pf3D7_03_v3:611334-612014
463,Pf3D7_03_v3:612739-613422
464,Pf3D7_03_v3:612739-613422
465,Pf3D7_03_v3:612739-613422
466,Pf3D7_03_v3:632846-633544
467,Pf3D7_03_v3:632846-633544
468,Pf3D7_03_v3:632846-633544
469,Pf3D7_03_v3:635586-637462
470,Pf3D7_03_v3:641482-642579
471,Pf3D7_03_v3:641482-642579
472,Pf3D7_03_v3:641482-642579
473,Pf3D7_03_v3:644186-645268
474,Pf3D7_03_v3:644186-645268
475,Pf3D7_03_v3:644186-645268
476,Pf3D7_03_v3:645921-646844
477,Pf3D7_03_v3:648635-649531
478,Pf3D7_03_v3:648635-649531
479,Pf3D7_03_v3:648635-649531
480,Pf3D7_03_v3:662126-665152
481,Pf3D7_03_v3:667006-668391
482,Pf3D7_03_v3:674458-675636
483,Pf3D7_03_v3:674458-675636
484,Pf3D7_03_v3:674458-675636
485,Pf3D7_03_v3:682795-683685
486,Pf3D7_03_v3:682795-683685
487,Pf3D7_03_v3:682795-683685
488,Pf3D7_03_v3:686282-689482
489,Pf3D7_03_v3:712253-714082
490,Pf3D7_03_v3:725015-726130
491,Pf3D7_03_v3:725015-726130
492,Pf3D7_03_v3:725015-726130
493,Pf3D7_03_v3:738205-738882
494,Pf3D7_03_v3:742191-742799
495,Pf3D7_03_v3:742191-742799
496,Pf3D7_03_v3:742191-742799
497,Pf3D7_03_v3:743929-745053
498,Pf3D7_03_v3:743929-745053
499,Pf3D7_03_v3:743929-745053
500,Pf3D7_03_v3:756491-760292
501,Pf3D7_03_v3:783112-786165
502,Pf3D7_03_v3:791840-793481
503,Pf3D7_03_v3:802260-802583
504,Pf3D7_03_v3:802260-802583
505,Pf3D7_03_v3:802260-802583
506,Pf3D7_03_v3:833833-834777
507,Pf3D7_03_v3:833833-834777
508,Pf3D7_03_v3:833833-834777
509,Pf3D7_03_v3:837307-838271
510,Pf3D7_03_v3:837307-838271
511,Pf3D7_03_v3:837307-838271
512,Pf3D7_03_v3:840362-841758
513,Pf3D7_03_v3:862741-863832
514,Pf3D7_03_v3:862741-863832
515,Pf3D7_03_v3:862741-863832
516,Pf3D7_03_v3:865014-866420
517,Pf3D7_03_v3:870817-872342
518,Pf3D7_03_v3:870817-872342
519,Pf3D7_03_v3:870817-872342
520,Pf3D7_03_v3:875213-876295
521,Pf3D7_03_v3:875213-876295
522,Pf3D7_03_v3:875213-876295
523,Pf3D7_03_v3:886962-888976
524,Pf3D7_03_v3:938212-940173
525,Pf3D7_03_v3:938212-940173
526,Pf3D7_03_v3:938212-940173
527,Pf3D7_03_v3:945537-946751
528,Pf3D7_03_v3:945537-946751
529,Pf3D7_03_v3:945537-946751
530,Pf3D7_03_v3:968675-969202
531,Pf3D7_03_v3:968675-969202
532,Pf3D7_03_v3:968675-969202
533,Pf3D7_03_v3:980706-983966
534,Pf3D7_03_v3:1007413-1008202
535,Pf3D7_03_v3:1007413-1008202
536,Pf3D7_03_v3:1007413-1008202
537,Pf3D7_03_v3:1012355-1013464
538,Pf3D7_03_v3:1012355-1013464
539,Pf3D7_03_v3:1012355-1013464
540,Pf3D7_03_v3:1030822-1038254
541,Pf3D7_03_v3:1030822-1038254
542,Pf3D7_03_v3:1030822-1038254
543,Pf3D7_04_v3:28706-37677
544,Pf3D7_04_v3:28706-37677
545,Pf3D7_04_v3:28706-37677
546,Pf3D7_04_v3:45555-56860
547,Pf3D7_04_v3:45555-56860
548,Pf3D7_04_v3:45555-56860
549,Pf3D7_04_v3:103742-105603
550,Pf3D7_04_v3:123588-125464
551,Pf3D7_04_v3:147490-148380
552,Pf3D7_04_v3:175372-177252
553,Pf3D7_04_v3:178518-180200
554,Pf3D7_04_v3:180430-181551
555,Pf3D7_04_v3:180430-181551
556,Pf3D7_04_v3:180430-181551
557,Pf3D7_04_v3:195543-196745
558,Pf3D7_04_v3:211515-213854
559,Pf3D7_04_v3:211515-213854
560,Pf3D7_04_v3:211515-213854
561,Pf3D7_04_v3:223711-224131
562,Pf3D7_04_v3:223711-224131
563,Pf3D7_04_v3:223711-224131
564,Pf3D7_04_v3:232595-233249
565,Pf3D7_04_v3:232595-233249
566,Pf3D7_04_v3:232595-233249
567,Pf3D7_04_v3:260454-263418
568,Pf3D7_04_v3:264305-266170
569,Pf3D7_04_v3:268960-271134
570,Pf3D7_04_v3:279072-281983
571,Pf3D7_04_v3:301259-302267
572,Pf3D7_04_v3:301259-302267
573,Pf3D7_04_v3:301259-302267
574,Pf3D7_04_v3:303329-305343
575,Pf3D7_04_v3:303329-305343
576,Pf3D7_04_v3:303329-305343
577,Pf3D7_04_v3:315562-315870
578,Pf3D7_04_v3:315562-315870
579,Pf3D7_04_v3:315562-315870
580,Pf3D7_04_v3:316540-319178
581,Pf3D7_04_v3:316540-319178
582,Pf3D7_04_v3:316540-319178
583,Pf3D7_04_v3:329216-329689
584,Pf3D7_04_v3:329216-329689
585,Pf3D7_04_v3:329216-329689
586,Pf3D7_04_v3:332043-333856
587,Pf3D7_04_v3:332043-333856
588,Pf3D7_04_v3:332043-333856
589,Pf3D7_04_v3:346308-346727
590,Pf3D7_04_v3:346308-346727
591,Pf3D7_04_v3:346308-346727
592,Pf3D7_04_v3:360547-361764
593,Pf3D7_04_v3:362301-363442
594,Pf3D7_04_v3:363599-364933
595,Pf3D7_04_v3:366379-367341
596,Pf3D7_04_v3:367845-368153
597,Pf3D7_04_v3:367845-368153
598,Pf3D7_04_v3:367845-368153
599,Pf3D7_04_v3:369885-371270
600,Pf3D7_04_v3:373039-376677
601,Pf3D7_04_v3:394065-394580
602,Pf3D7_04_v3:394065-394580
603,Pf3D7_04_v3:394065-394580
604,Pf3D7_04_v3:397328-400693
605,Pf3D7_04_v3:401466-403334
606,Pf3D7_04_v3:401466-403334
607,Pf3D7_04_v3:401466-403334
608,Pf3D7_04_v3:403626-405366
609,Pf3D7_04_v3:406233-407909
610,Pf3D7_04_v3:406233-407909
611,Pf3D7_04_v3:406233-407909
612,Pf3D7_04_v3:408679-410697
613,Pf3D7_04_v3:408679-410697
614,Pf3D7_04_v3:408679-410697
615,Pf3D7_04_v3:422011-422958
616,Pf3D7_04_v3:424300-427194
617,Pf3D7_04_v3:438887-440335
618,Pf3D7_04_v3:446000-448018
619,Pf3D7_04_v3:449189-450633
620,Pf3D7_04_v3:456922-458020
621,Pf3D7_04_v3:456922-458020
622,Pf3D7_04_v3:456922-458020
623,Pf3D7_04_v3:464732-467339
624,Pf3D7_04_v3:470528-473596
625,Pf3D7_04_v3:474542-475558
626,Pf3D7_04_v3:474542-475558
627,Pf3D7_04_v3:474542-475558
628,Pf3D7_04_v3:475944-476585
629,Pf3D7_04_v3:479028-480468
630,Pf3D7_04_v3:481177-483891
631,Pf3D7_04_v3:510380-512548
632,Pf3D7_04_v3:518685-519101
633,Pf3D7_04_v3:543625-545247
634,Pf3D7_04_v3:545987-553810
635,Pf3D7_04_v3:545987-553810
636,Pf3D7_04_v3:545987-553810
637,Pf3D7_04_v3:561667-569342
638,Pf3D7_04_v3:561667-569342
639,Pf3D7_04_v3:561667-569342
640,Pf3D7_04_v3:576810-584668
641,Pf3D7_04_v3:576810-584668
642,Pf3D7_04_v3:576810-584668
643,Pf3D7_04_v3:616914-618350
644,Pf3D7_04_v3:619786-620802
645,Pf3D7_04_v3:619786-620802
646,Pf3D7_04_v3:619786-620802
647,Pf3D7_04_v3:622094-622936
648,Pf3D7_04_v3:649893-650731
649,Pf3D7_04_v3:652350-653554
650,Pf3D7_04_v3:652350-653554
651,Pf3D7_04_v3:652350-653554
652,Pf3D7_04_v3:655025-657314
653,Pf3D7_04_v3:658620-659538
654,Pf3D7_04_v3:658620-659538
655,Pf3D7_04_v3:658620-659538
656,Pf3D7_04_v3:663416-664015
657,Pf3D7_04_v3:663416-664015
658,Pf3D7_04_v3:663416-664015
659,Pf3D7_04_v3:665973-668147
660,Pf3D7_04_v3:668578-669717
661,Pf3D7_04_v3:670883-672124
662,Pf3D7_04_v3:686414-687040
663,Pf3D7_04_v3:686414-687040
664,Pf3D7_04_v3:686414-687040
665,Pf3D7_04_v3:688192-689053
666,Pf3D7_04_v3:688192-689053
667,Pf3D7_04_v3:688192-689053
668,Pf3D7_04_v3:689640-690329
669,Pf3D7_04_v3:689640-690329
670,Pf3D7_04_v3:689640-690329
671,Pf3D7_04_v3:691131-692516
672,Pf3D7_04_v3:693906-696533
673,Pf3D7_04_v3:697918-698768
674,Pf3D7_04_v3:697918-698768
675,Pf3D7_04_v3:697918-698768
676,Pf3D7_04_v3:701526-704162
677,Pf3D7_04_v3:706529-709009
678,Pf3D7_04_v3:706529-709009
679,Pf3D7_04_v3:706529-709009
680,Pf3D7_04_v3:709460-710083
681,Pf3D7_04_v3:711092-715489
682,Pf3D7_04_v3:718202-722654
683,Pf3D7_04_v3:718202-722654
684,Pf3D7_04_v3:718202-722654
685,Pf3D7_04_v3:723073-724242
686,Pf3D7_04_v3:726265-727128
687,Pf3D7_04_v3:727710-727979
688,Pf3D7_04_v3:727710-727979
689,Pf3D7_04_v3:727710-727979
690,Pf3D7_04_v3:729962-731223
691,Pf3D7_04_v3:729962-731223
692,Pf3D7_04_v3:729962-731223
693,Pf3D7_04_v3:732452-739872
694,Pf3D7_04_v3:742149-743091
695,Pf3D7_04_v3:748088-749914
696,Pf3D7_04_v3:750860-753712
697,Pf3D7_04_v3:777200-779424
