,tajimas_d_ns
Pf3D7_02_v3:249030-250727,-0.6521530999717999
Pf3D7_02_v3:263037-267347,-2.1264637284928893
Pf3D7_02_v3:271594-273009,-1.3003001993196415
Pf3D7_02_v3:273689-274507,-0.5821055946252955
Pf3D7_02_v3:275540-276577,-1.481282914855357
Pf3D7_02_v3:277494-278456,-0.9466442716862924
Pf3D7_02_v3:281907-287345,-1.9845511887431146
Pf3D7_02_v3:290168-292703,0.15151879405678784
Pf3D7_02_v3:294273-297616,-0.6365445715112317
Pf3D7_02_v3:298897-302564,-1.9294950359762346
Pf3D7_02_v3:303593-307027,-0.4021903590165601
Pf3D7_02_v3:308847-312155,-0.17992046380625892
Pf3D7_02_v3:313449-316741,-1.975257048046548
Pf3D7_02_v3:317596-321310,-1.2070434997066515
Pf3D7_02_v3:322338-325723,-1.3257243554580553
Pf3D7_02_v3:327932-335203,-1.86483818669338
Pf3D7_02_v3:337558-342966,-1.7736863692477807
Pf3D7_02_v3:343308-349340,-2.230304802317739
Pf3D7_02_v3:352836-353628,-1.4760409578250344
Pf3D7_02_v3:359142-359849,-1.6737839154212275
Pf3D7_02_v3:360828-368354,-2.4087762433790356
Pf3D7_02_v3:370438-379845,-1.4937230064077442
Pf3D7_02_v3:381130-383445,-1.3314885438708912
Pf3D7_02_v3:384865-386580,
Pf3D7_02_v3:387273-388151,
Pf3D7_02_v3:388424-390611,-1.3764656742276502
Pf3D7_02_v3:391275-392789,-1.9065246392487496
Pf3D7_02_v3:394237-398745,-1.4376940638997155
Pf3D7_02_v3:400153-401859,-1.7810578312078518
Pf3D7_02_v3:412275-412859,
Pf3D7_02_v3:413278-421137,-1.5115020038608362
Pf3D7_02_v3:425689-426497,-1.397329892509799
Pf3D7_02_v3:427490-431530,-1.680852104637334
Pf3D7_02_v3:432041-434086,
Pf3D7_02_v3:437755-439002,-0.3312330932344571
Pf3D7_02_v3:442080-442934,
Pf3D7_02_v3:451751-455116,-2.1820956419341564
Pf3D7_02_v3:457130-458585,
Pf3D7_02_v3:459072-461518,
Pf3D7_02_v3:463163-466900,-1.8595024529067379
Pf3D7_02_v3:467847-468476,
Pf3D7_02_v3:469790-473491,-0.6596968666763796
Pf3D7_02_v3:475242-477074,-1.5134590462144775
Pf3D7_02_v3:477432-479091,-1.3495186354126851
Pf3D7_02_v3:480100-481432,-0.2514390984620109
Pf3D7_02_v3:483436-488970,-1.8814125828253354
Pf3D7_02_v3:489904-490818,
Pf3D7_02_v3:495166-507854,-1.8332978524387453
Pf3D7_02_v3:509525-521746,-2.0063978698870772
Pf3D7_02_v3:522931-523999,
Pf3D7_02_v3:524700-526043,-1.9514099708100685
Pf3D7_02_v3:528249-531923,-1.771874205315323
Pf3D7_02_v3:535646-536146,
Pf3D7_02_v3:541086-541548,
Pf3D7_02_v3:541811-543807,
Pf3D7_02_v3:543802-545895,-1.5063131854821548
Pf3D7_02_v3:546482-555294,-1.8360731064945546
Pf3D7_02_v3:557048-557696,-1.394290616563606
Pf3D7_02_v3:558585-560594,-1.99185710524574
Pf3D7_02_v3:561122-564622,-1.9074151515854505
Pf3D7_02_v3:566121-567894,
Pf3D7_02_v3:568529-573315,-2.0078571357314297
Pf3D7_02_v3:578662-586164,-1.8436373028011805
Pf3D7_02_v3:586765-589051,-1.60904303155116
Pf3D7_02_v3:590501-591421,
Pf3D7_02_v3:594196-599340,-2.1945504381887315
Pf3D7_02_v3:599829-601712,-1.3930620944558427
Pf3D7_02_v3:605045-609325,-0.9534844566530865
Pf3D7_02_v3:610625-615372,-1.5125854707934316
Pf3D7_02_v3:616772-619429,-1.5797633055474778
Pf3D7_02_v3:622524-624306,
Pf3D7_02_v3:626976-627710,-1.474577817957124
Pf3D7_02_v3:628642-631308,-1.3405326425026978
Pf3D7_02_v3:634589-637507,-1.8077006730045537
Pf3D7_02_v3:640400-642694,-2.0074056106761464
Pf3D7_02_v3:643106-644317,
Pf3D7_02_v3:645929-650085,
Pf3D7_02_v3:650663-653362,-1.5506577082545212
Pf3D7_02_v3:654918-656840,
Pf3D7_02_v3:658636-664629,-1.4051460941837202
Pf3D7_02_v3:664984-668532,-2.08275878819693
Pf3D7_02_v3:668985-669841,-1.4521241022686837
Pf3D7_02_v3:670413-674558,-2.0411902867516027
Pf3D7_02_v3:675431-677599,
Pf3D7_02_v3:678487-683703,-2.2655603512198583
Pf3D7_02_v3:686485-688545,-1.6411785133492836
Pf3D7_02_v3:690311-695783,-1.6957399836956772
Pf3D7_02_v3:696193-699561,-1.4387831039305334
Pf3D7_02_v3:701245-702894,-1.2748894142265548
Pf3D7_02_v3:703090-706587,-1.5268525406054292
Pf3D7_02_v3:707738-709393,-1.3495186354126851
Pf3D7_02_v3:709799-715252,-1.6097248193334746
Pf3D7_02_v3:715798-716549,
Pf3D7_02_v3:717692-718281,-1.741255877497316
Pf3D7_02_v3:723747-729932,-1.883375484893393
Pf3D7_02_v3:731120-732312,
Pf3D7_02_v3:734272-734595,
Pf3D7_02_v3:735438-736997,-2.0078571357314297
Pf3D7_02_v3:741014-742459,-1.3151101068479545
Pf3D7_02_v3:743289-745712,-1.196440457609155
Pf3D7_02_v3:747566-749365,
Pf3D7_02_v3:750049-751737,
Pf3D7_02_v3:752966-753439,
Pf3D7_02_v3:755418-762560,-1.973259053052113
Pf3D7_02_v3:763491-765191,-1.6740301063920748
Pf3D7_02_v3:769761-771041,-1.7457660318899604
Pf3D7_02_v3:772316-772690,
Pf3D7_02_v3:773335-773754,-1.3934036210108711
Pf3D7_02_v3:776828-778065,-1.3481621109692814
Pf3D7_02_v3:779418-782132,-1.6601794355915205
Pf3D7_02_v3:783723-784828,-0.5265991848095658
Pf3D7_02_v3:786870-787940,-0.7214821335609054
Pf3D7_02_v3:796752-801586,-1.7572844408285242
Pf3D7_02_v3:804520-807741,-1.2451755869676213
Pf3D7_02_v3:809511-810298,
Pf3D7_02_v3:813827-814654,0.8143799126884416
Pf3D7_02_v3:823825-824864,
Pf3D7_02_v3:831189-832005,-1.512554698177384
Pf3D7_02_v3:833805-834688,-1.3957402190323138
Pf3D7_02_v3:838843-844116,0.367898189466833
Pf3D7_03_v3:78195-80393,-1.59865512273238
Pf3D7_03_v3:85305-86131,-1.011224941674472
Pf3D7_03_v3:88250-89231,-1.5506448982286094
Pf3D7_03_v3:91115-93463,-1.1907023714975389
Pf3D7_03_v3:96568-97907,
Pf3D7_03_v3:105913-107109,-1.365532493803504
Pf3D7_03_v3:107961-109880,-0.5527117175855483
Pf3D7_03_v3:114070-118086,-1.7513024192724007
Pf3D7_03_v3:119458-124735,
Pf3D7_03_v3:135418-140660,1.0154895564477597
Pf3D7_03_v3:141556-145653,-1.4289295400839428
Pf3D7_03_v3:146372-147056,
Pf3D7_03_v3:148046-149305,-1.2175125832945923
Pf3D7_03_v3:152168-156146,
Pf3D7_03_v3:159353-161704,-1.6745298093821055
Pf3D7_03_v3:162778-167103,-2.2175641900302474
Pf3D7_03_v3:169571-174300,-1.8087647851063406
Pf3D7_03_v3:175022-175799,
Pf3D7_03_v3:178420-181127,-1.640682263370591
Pf3D7_03_v3:182731-189411,-2.1996842285277736
Pf3D7_03_v3:191245-192591,-1.987340916131907
Pf3D7_03_v3:194430-196211,-1.399023542974501
Pf3D7_03_v3:196570-197438,
Pf3D7_03_v3:198542-201584,-2.3141709909497594
Pf3D7_03_v3:204542-206119,-1.2589552686786654
Pf3D7_03_v3:212283-216572,-1.671342559728591
Pf3D7_03_v3:217941-218489,
Pf3D7_03_v3:219117-219872,
Pf3D7_03_v3:221323-222516,0.03872707383545515
Pf3D7_03_v3:224160-225793,-1.1877913343570092
Pf3D7_03_v3:227057-231397,-1.9315330773109454
Pf3D7_03_v3:231793-232305,
Pf3D7_03_v3:234058-235334,-1.5433561317261506
Pf3D7_03_v3:236334-248270,-2.4513580879228964
Pf3D7_03_v3:251242-254661,-2.126201852113219
Pf3D7_03_v3:255276-258416,-1.7461911352013924
Pf3D7_03_v3:261485-273286,-2.244571160390892
Pf3D7_03_v3:275864-277717,-1.7824306900088709
Pf3D7_03_v3:278956-279828,-1.1731919926436927
Pf3D7_03_v3:281916-285260,-2.2241987297348693
Pf3D7_03_v3:285579-286112,
Pf3D7_03_v3:286906-287319,
Pf3D7_03_v3:288637-290747,-1.7499291135526631
Pf3D7_03_v3:292943-294548,-1.7143161311198072
Pf3D7_03_v3:298517-300478,
Pf3D7_03_v3:301007-301906,
Pf3D7_03_v3:302826-303083,-0.5887875933312773
Pf3D7_03_v3:306108-307984,
Pf3D7_03_v3:310652-311805,-1.2969894487016562
Pf3D7_03_v3:312693-313342,
Pf3D7_03_v3:318804-320336,-1.435120978163964
Pf3D7_03_v3:321050-322162,
Pf3D7_03_v3:322933-324836,-1.008630867518979
Pf3D7_03_v3:325922-328383,-1.929392732731104
Pf3D7_03_v3:328787-335269,-2.0853698458648138
Pf3D7_03_v3:337179-339278,-1.551512850182297
Pf3D7_03_v3:340028-351652,-2.14319940721756
Pf3D7_03_v3:353549-355045,-1.3944547636415816
Pf3D7_03_v3:356319-361454,-1.2256441532346884
Pf3D7_03_v3:362342-364233,1.8154190847552851
Pf3D7_03_v3:365659-366672,-1.4541845045859916
Pf3D7_03_v3:369925-370789,
Pf3D7_03_v3:372632-374230,-1.475977479900309
Pf3D7_03_v3:375806-377437,-2.0576571019564622
Pf3D7_03_v3:378045-378517,
Pf3D7_03_v3:379130-383290,-1.7470827288395392
Pf3D7_03_v3:384375-386879,-1.3290839535637768
Pf3D7_03_v3:387219-388473,
Pf3D7_03_v3:389137-394604,-1.6016877724130982
Pf3D7_03_v3:397649-400516,-1.4796794825184305
Pf3D7_03_v3:402933-405440,
Pf3D7_03_v3:407980-408318,-1.5134590462144775
Pf3D7_03_v3:409102-410928,-1.8643484928182728
Pf3D7_03_v3:412089-413762,
Pf3D7_03_v3:414234-419673,-1.5661602145003075
Pf3D7_03_v3:420697-421515,
Pf3D7_03_v3:422379-424680,-1.7808508242093448
Pf3D7_03_v3:427290-440942,-2.3440108134635245
Pf3D7_03_v3:442720-446457,-0.7024124693593831
Pf3D7_03_v3:447500-451384,-1.8142449630750253
Pf3D7_03_v3:452297-459106,-1.68553994135558
Pf3D7_03_v3:461175-462027,-1.3484882788622645
Pf3D7_03_v3:466085-468445,-1.7825821629836918
Pf3D7_03_v3:469287-470118,0.35279581193083437
Pf3D7_03_v3:470860-473161,-1.4805332781207294
Pf3D7_03_v3:474788-479086,-2.186708916538025
Pf3D7_03_v3:480122-483453,-1.9088004194097985
Pf3D7_03_v3:488804-496510,-2.278189848897062
Pf3D7_03_v3:497118-497363,
Pf3D7_03_v3:499602-502353,0.6571602246867908
Pf3D7_03_v3:502698-505848,-1.3643197747089386
Pf3D7_03_v3:506655-508846,-0.5707282492970649
Pf3D7_03_v3:509291-511597,0.2386951828528342
Pf3D7_03_v3:513752-516262,-1.641424496807301
Pf3D7_03_v3:516793-520503,-2.1257141882613992
Pf3D7_03_v3:521969-522883,
Pf3D7_03_v3:524154-526439,-1.6850203889611444
Pf3D7_03_v3:529037-530776,-1.3488300372187612
Pf3D7_03_v3:536043-537274,
Pf3D7_03_v3:537621-538804,-1.3944598451225125
Pf3D7_03_v3:539743-542810,-1.5439441610899078
Pf3D7_03_v3:544055-545194,-1.532511454820468
Pf3D7_03_v3:545828-548182,-2.1251032422398053
Pf3D7_03_v3:548718-551453,-1.9078134640321036
Pf3D7_03_v3:552001-554621,0.3261205624877765
Pf3D7_03_v3:555035-558684,-1.6403912693576983
Pf3D7_03_v3:559334-562253,-1.7508086312765896
Pf3D7_03_v3:562366-565656,-1.494790856625522
Pf3D7_03_v3:567247-568850,
Pf3D7_03_v3:572666-576823,-1.9976721958229227
Pf3D7_03_v3:577008-578366,-1.5131739989052189
Pf3D7_03_v3:579539-580465,
Pf3D7_03_v3:586555-587331,
Pf3D7_03_v3:589002-592547,-2.0346768721731294
Pf3D7_03_v3:604595-607931,-1.9486407448711345
Pf3D7_03_v3:608883-610718,-1.3951433618355056
Pf3D7_03_v3:611334-612014,-1.3937661654476576
Pf3D7_03_v3:616472-622816,-0.43111670812942543
Pf3D7_03_v3:623446-630360,-1.8168149838769017
Pf3D7_03_v3:630611-631381,-1.3495186354126851
Pf3D7_03_v3:632846-633544,
Pf3D7_03_v3:635586-637462,-0.6228493957451637
Pf3D7_03_v3:638283-641306,-1.475977479900309
Pf3D7_03_v3:641482-642579,-1.2184615460399322
Pf3D7_03_v3:644186-645268,
Pf3D7_03_v3:645921-646844,-1.7310335916450588
Pf3D7_03_v3:648635-649531,-1.7304433732728906
Pf3D7_03_v3:649849-657247,-2.045956437897065
Pf3D7_03_v3:662126-665152,-2.033778500746669
Pf3D7_03_v3:667006-668391,-1.5117314738382452
Pf3D7_03_v3:669302-670873,-0.10045815520991844
Pf3D7_03_v3:674458-675636,
Pf3D7_03_v3:677842-678474,
Pf3D7_03_v3:679234-681277,-0.08626334623065539
Pf3D7_03_v3:682795-683685,
Pf3D7_03_v3:686282-689482,-1.3661056014204764
Pf3D7_03_v3:690154-694815,-1.9664866481214747
Pf3D7_03_v3:699544-709728,-2.2050205220907513
Pf3D7_03_v3:712253-714082,-1.7160937695596628
Pf3D7_03_v3:716523-721831,-1.7993280170146055
Pf3D7_03_v3:725015-726130,
Pf3D7_03_v3:728259-738076,-2.017505041400555
Pf3D7_03_v3:738205-738882,-1.9072270915554281
Pf3D7_03_v3:739428-741733,-1.6747760003529528
Pf3D7_03_v3:742191-742799,-1.4754052422466577
Pf3D7_03_v3:743929-745053,
Pf3D7_03_v3:748465-755838,-1.2019579656434376
Pf3D7_03_v3:756491-760292,-1.9412584433509736
Pf3D7_03_v3:761693-765439,-1.8526589594771379
Pf3D7_03_v3:767815-782760,-2.494600299633348
Pf3D7_03_v3:783112-786165,-1.746411882272707
Pf3D7_03_v3:791840-793481,-1.3497406323273093
Pf3D7_03_v3:795577-801171,-2.0217230252134697
Pf3D7_03_v3:803592-806312,-1.8495416106532492
Pf3D7_03_v3:810081-814172,-2.1373058244371537
Pf3D7_03_v3:815569-816855,-1.3021097458246262
Pf3D7_03_v3:817913-818695,-0.37877123508796157
Pf3D7_03_v3:820708-830802,-2.0012046822299587
Pf3D7_03_v3:831076-832509,-1.1429814557610025
Pf3D7_03_v3:833833-834777,-1.550364184415347
Pf3D7_03_v3:837307-838271,
Pf3D7_03_v3:840362-841758,
Pf3D7_03_v3:842539-844290,-1.403265075194136
Pf3D7_03_v3:845713-847320,
Pf3D7_03_v3:848247-857504,-1.1487208189603333
Pf3D7_03_v3:860813-862102,-1.2590217329755313
Pf3D7_03_v3:862741-863832,
Pf3D7_03_v3:865014-866420,
Pf3D7_03_v3:870817-872342,
Pf3D7_03_v3:877735-879511,-1.7178089383364836
Pf3D7_03_v3:879959-885493,-1.995360517355368
Pf3D7_03_v3:886962-888976,-0.3057290433773109
Pf3D7_03_v3:890014-892764,-0.7978528058575683
Pf3D7_03_v3:894761-896112,-1.3951433618355056
Pf3D7_03_v3:896546-899770,-1.9325842749957522
Pf3D7_03_v3:900857-903369,-2.0268896721438185
Pf3D7_03_v3:903764-910118,-2.1929800260007997
Pf3D7_03_v3:912916-921036,-2.1272639183201987
Pf3D7_03_v3:922974-927942,-1.959327556493819
Pf3D7_03_v3:930640-932415,-1.394801603479009
Pf3D7_03_v3:933188-937006,-1.8559518281969083
Pf3D7_03_v3:938212-940173,-1.674033766916243
Pf3D7_03_v3:942545-945301,-2.063435470833469
Pf3D7_03_v3:945537-946751,-0.43187846111911476
Pf3D7_03_v3:948374-952693,-2.2021852272568836
Pf3D7_03_v3:952964-962367,-2.257142131192667
Pf3D7_03_v3:964101-965203,-1.6407124806352105
Pf3D7_03_v3:965553-966502,-1.5773447641683032
Pf3D7_03_v3:971166-975794,-2.2634780866732473
Pf3D7_03_v3:976870-978195,-1.7571052051172424
Pf3D7_03_v3:978970-980271,-1.8603751180979675
Pf3D7_03_v3:980706-983966,-1.794477981335284
Pf3D7_03_v3:986265-987610,-1.4326879707805475
Pf3D7_03_v3:988631-990882,-1.609289222522007
Pf3D7_03_v3:991544-993625,-1.8337532964290868
Pf3D7_03_v3:998649-1001582,-1.8589901940986542
Pf3D7_04_v3:92576-93809,-0.7516399144271427
Pf3D7_04_v3:103742-105603,0.5616487552879975
Pf3D7_04_v3:108380-111295,-0.8586587933986495
Pf3D7_04_v3:114601-116058,-1.623682319006194
Pf3D7_04_v3:123588-125464,-0.8401009822331386
Pf3D7_04_v3:137640-146653,-1.358239697083708
Pf3D7_04_v3:147490-148380,-0.8556034819779649
Pf3D7_04_v3:175372-177252,-1.5509427555637798
Pf3D7_04_v3:178518-180200,-1.7455485189397368
Pf3D7_04_v3:180430-181551,
Pf3D7_04_v3:182870-194712,-2.178649835334867
Pf3D7_04_v3:195543-196745,
Pf3D7_04_v3:197846-201208,-1.833356902855376
Pf3D7_04_v3:206228-209394,-1.5509385172988222
Pf3D7_04_v3:211515-213854,-1.626289603707922
Pf3D7_04_v3:219087-222838,-2.2551242129482176
Pf3D7_04_v3:224779-231733,-2.1298976806646155
Pf3D7_04_v3:232595-233249,-1.3454597720192605
Pf3D7_04_v3:234014-237013,
Pf3D7_04_v3:238360-239499,-1.348503581259797
Pf3D7_04_v3:240911-242347,-1.1521665762375586
Pf3D7_04_v3:247731-260147,-2.171408105766363
Pf3D7_04_v3:260454-263418,-1.3990332159302268
Pf3D7_04_v3:264305-266170,-1.90474116593791
Pf3D7_04_v3:267244-268380,
Pf3D7_04_v3:268960-271134,-1.7446390719236406
Pf3D7_04_v3:272255-276824,-1.964727078933086
Pf3D7_04_v3:279072-281983,
Pf3D7_04_v3:282403-288297,-1.5597600586884055
Pf3D7_04_v3:291251-300976,-1.7949465747484687
Pf3D7_04_v3:301259-302267,-1.5587710796761645
Pf3D7_04_v3:305746-312993,-2.405572431956202
Pf3D7_04_v3:315562-315870,
Pf3D7_04_v3:316540-319178,-1.2472110739781743
Pf3D7_04_v3:321019-322545,-1.551187504345024
Pf3D7_04_v3:323267-325225,
Pf3D7_04_v3:329216-329689,-0.051785527897892196
Pf3D7_04_v3:332043-333856,
Pf3D7_04_v3:334282-344054,-2.0034282804726735
Pf3D7_04_v3:347458-351499,-1.8325815712737448
Pf3D7_04_v3:351527-352983,-1.6713560922364978
Pf3D7_04_v3:353655-359878,-2.1958565255436184
Pf3D7_04_v3:360547-361764,-1.2403199520125976
Pf3D7_04_v3:362301-363442,-0.5563758690739352
Pf3D7_04_v3:363599-364933,-1.5114551916265
Pf3D7_04_v3:366379-367341,-1.2126802576912845
Pf3D7_04_v3:367845-368153,-1.3484882788622645
Pf3D7_04_v3:369885-371270,-1.3481621109692814
Pf3D7_04_v3:373039-376677,-2.177570823033736
Pf3D7_04_v3:377481-383087,-1.7538089153326415
Pf3D7_04_v3:384924-390806,-1.7191302534238138
Pf3D7_04_v3:394065-394580,-0.9450519709998733
Pf3D7_04_v3:397328-400693,-1.9079422679945266
Pf3D7_04_v3:401466-403334,-1.5509427555637798
Pf3D7_04_v3:403626-405366,
Pf3D7_04_v3:406233-407909,-1.5131739989052189
Pf3D7_04_v3:408679-410697,
Pf3D7_04_v3:413403-416357,-1.0308940922668066
Pf3D7_04_v3:417372-420824,-1.2688835763709532
Pf3D7_04_v3:422011-422958,
Pf3D7_04_v3:424300-427194,-1.5117040252192808
Pf3D7_04_v3:427664-435367,-1.6018533966319848
Pf3D7_04_v3:436217-437981,-1.6747760003529528
Pf3D7_04_v3:438887-440335,-1.3488453396162934
Pf3D7_04_v3:440968-444242,-1.5309168519248895
Pf3D7_04_v3:446000-448018,-1.5512278028730386
Pf3D7_04_v3:449189-450633,
Pf3D7_04_v3:452134-455571,-1.5450389522646153
Pf3D7_04_v3:456922-458020,
Pf3D7_04_v3:459710-461437,-1.7371368005641652
Pf3D7_04_v3:461991-463957,0.49070286839867344
Pf3D7_04_v3:464732-467339,-1.609289222522007
Pf3D7_04_v3:470528-473596,-2.029280808851202
Pf3D7_04_v3:474542-475558,
Pf3D7_04_v3:475944-476585,-1.3944598451225125
Pf3D7_04_v3:479028-480468,
Pf3D7_04_v3:481177-483891,-1.8153085064598737
Pf3D7_04_v3:485832-489728,-1.5274873791777748
Pf3D7_04_v3:490442-493375,
Pf3D7_04_v3:499168-503880,-1.5431587578141954
Pf3D7_04_v3:505933-509670,-1.8336607473593927
Pf3D7_04_v3:510380-512548,-1.8067112229410969
Pf3D7_04_v3:513154-517068,-1.8622424141510905
Pf3D7_04_v3:518685-519101,
Pf3D7_04_v3:519832-525618,-1.589927646454125
Pf3D7_04_v3:528192-534485,-1.9889561531533992
Pf3D7_04_v3:536774-539110,-1.5226292837788868
Pf3D7_04_v3:540188-541198,
Pf3D7_04_v3:541811-542809,-0.4664983363480694
Pf3D7_04_v3:543625-545247,0.29833318024839184
Pf3D7_04_v3:622094-622936,-1.3951433618355056
Pf3D7_04_v3:623168-626226,-1.6595071991465196
Pf3D7_04_v3:626891-633126,-1.1003079251631562
Pf3D7_04_v3:634029-638905,-1.3673178070232932
Pf3D7_04_v3:647389-648388,0.09606731385582522
Pf3D7_04_v3:649893-650731,
Pf3D7_04_v3:652350-653554,-1.718245599537035
Pf3D7_04_v3:658620-659538,
