,stage,Gene ID,Pfal_gene,Ppraefal_gene,score_adj,ns,s,ns_sites,s_sites,ffd,ffd_sites
21983,5,PF3D7_1250500,PF3D7_1250500.1,PPRFG01_1204900_t1,5.0,0,1,380.33333333333326,90.66666666666667,0,40.0
17758,4,PF3D7_0321200,PF3D7_0321200.1,PPRFG01_0322700_t1,5.0,0,1,239.33333333333326,63.666666666666686,1,30.0
22684,6,PF3D7_0507100,PF3D7_0507100.1,PPRFG01_0508400_t1,5.0,0,0,972.9999999999983,260.00000000000045,0,149.0
21987,5,PF3D7_1251100,PF3D7_1251100.1,PPRFG01_1204300_t1,5.0,0,0,323.66666666666663,78.33333333333334,0,36.0
21991,5,PF3D7_1303000,PF3D7_1303000.1,PPRFG01_1304800_t1,5.0,0,1,284.33333333333314,66.66666666666673,1,34.0
17744,4,PF3D7_0317600,PF3D7_0317600.1,PPRFG01_0319100_t1,5.0,0,0,388.0000000000003,94.99999999999993,0,49.0
21992,5,PF3D7_1303100,PF3D7_1303100.1,PPRFG01_1304900_t1,5.0,0,3,542.3333333333336,123.66666666666656,0,51.0
22000,5,PF3D7_1304500,PF3D7_1304500.1,PPRFG01_1306300_t1,5.0,0,0,524.0000000000008,108.99999999999986,0,47.0
17729,4,PF3D7_0306800,PF3D7_0306800.1,PPRFG01_0308100_t1,5.0,0,3,1269.3333333333326,326.66666666666686,2,173.0
17728,4,PF3D7_0306700,PF3D7_0306700.1,PPRFG01_0308000_t1,5.0,0,0,281.6666666666666,66.33333333333337,0,32.0
22001,5,PF3D7_1304700,PF3D7_1304700.1,PPRFG01_1306500_t1,5.0,0,2,669.6666666666664,152.33333333333337,1,64.0
23184,6,PF3D7_1215200,PF3D7_1215200.1,PPRFG01_1239700_t1,5.0,0,1,676.6666666666661,163.33333333333348,0,83.0
17720,4,PF3D7_0304900,PF3D7_0304900.1,PPRFG01_0306200_t1,5.0,0,1,426.3333333333337,83.66666666666666,0,24.0
17689,4,PF3D7_0219400,PF3D7_0219400.1,PPRFG01_0219500.1_t1,5.0,0,0,243.66666666666666,59.333333333333336,0,31.0
17422,3,PF3D7_1441400,PF3D7_1441400.1,PPRFG01_1442100_t1,5.0,0,3,1246.0000000000027,271.99999999999994,2,121.0
22040,5,PF3D7_1317800,PF3D7_1317800.1,PPRFG01_1319700_t1,5.0,0,2,346.00000000000006,88.99999999999999,1,49.0
17418,3,PF3D7_1439700,PF3D7_1439700.1,PPRFG01_1440400_t1,5.0,0,1,262.3333333333332,46.666666666666686,0,10.0
17416,3,PF3D7_1439400,PF3D7_1439400.1,PPRFG01_1440100_t1,5.0,0,4,847.6666666666656,217.3333333333336,1,122.0
17331,3,PF3D7_1406000,PF3D7_1406000.1,PPRFG01_1406400_t1,5.0,0,0,259.33333333333314,61.666666666666714,0,31.0
17325,3,PF3D7_1402400,PF3D7_1402400.1,PPRFG01_1402700_t1,5.0,0,3,1231.0000000000002,239.00000000000097,1,82.0
17324,3,PF3D7_1401400,PF3D7_1401400.1,PPRFG01_1401700_t1,5.0,0,1,247.9999999999999,73.00000000000001,0,50.0
22674,6,PF3D7_0503400,PF3D7_0503400.1,PPRFG01_0504900_t1,5.0,0,0,291.99999999999994,74.00000000000001,0,41.0
22061,5,PF3D7_1324100,PF3D7_1324100.1,PPRFG01_1326000_t1,5.0,0,3,1266.3333333333335,272.6666666666672,2,106.0
17298,3,PF3D7_1371500,PF3D7_1371500.1,PPRFG01_1372900_t1,5.0,0,2,301.6666666666664,64.33333333333333,0,22.0
17297,3,PF3D7_1368600,PF3D7_1368600.1,PPRFG01_1370600_t1,5.0,0,1,227.99999999999983,48.000000000000014,0,20.0
22063,5,PF3D7_1324400,PF3D7_1324400.1,PPRFG01_1326300_t1,5.0,0,0,447.6666666666672,101.33333333333321,0,45.0
17287,3,PF3D7_1360300,PF3D7_1360300.1,PPRFG01_1362100_t1,5.0,0,1,922.6666666666647,193.33333333333354,0,67.0
17284,3,PF3D7_1357100,PF3D7_1357100.1,PPRFG01_1358800_t1,5.0,0,15,1040.6666666666656,288.3333333333335,7,182.0
17283,3,PF3D7_1356600,PF3D7_1356600.1,PPRFG01_1358400_t1,5.0,0,4,1155.6666666666658,284.33333333333354,2,152.0
23227,6,PF3D7_1234900,PF3D7_1234900.1,PPRFG01_1219900_t1,5.0,0,2,358.3333333333336,94.66666666666653,2,61.0
17276,3,PF3D7_1348500,PF3D7_1348500.1,PPRFG01_1350400_t1,5.0,0,2,848.9999999999989,192.00000000000026,0,76.0
17275,3,PF3D7_1347400,PF3D7_1347400.1,PPRFG01_1349300_t1,5.0,0,0,342.0000000000002,74.99999999999991,0,26.0
22070,5,PF3D7_1328100,PF3D7_1328100.1,PPRFG01_1330100_t1,5.0,0,4,638.6666666666664,171.33333333333343,2,99.0
17332,3,PF3D7_1406700,PF3D7_1406700.1,PPRFG01_1407100_t1,5.0,0,1,466.0000000000005,115.99999999999989,0,63.0
17336,3,PF3D7_1407800,PF3D7_1407800.1,PPRFG01_1408200_t1,5.0,0,3,1076.999999999999,270.00000000000017,2,148.0
17341,3,PF3D7_1408600,PF3D7_1408600.1,PPRFG01_1409000_t1,5.0,0,2,522.3333333333339,131.66666666666652,0,73.0
17391,3,PF3D7_1427800,PF3D7_1427800.1,PPRFG01_1428500_t1,5.0,0,1,591.0,147.0,0,65.0
17415,3,PF3D7_1439000,PF3D7_1439000.1,PPRFG01_1439700_t1,5.0,0,0,569.333333333333,135.66666666666666,0,69.0
17414,3,PF3D7_1438900,PF3D7_1438900.1,PPRFG01_1439600_t1,5.0,0,2,463.33333333333366,121.66666666666659,1,69.0
22041,5,PF3D7_1318000,PF3D7_1318000.1,PPRFG01_1319900_t1,5.0,0,1,453.6666666666673,122.33333333333313,1,63.0
22043,5,PF3D7_1318400,PF3D7_1318400.1,PPRFG01_1320300_t1,5.0,0,3,228.33333333333326,53.66666666666669,1,24.0
23214,6,PF3D7_1230600,PF3D7_1230600.1,PPRFG01_1224200_t1,5.0,0,0,908.333333333332,219.666666666667,0,109.0
17393,3,PF3D7_1428000,PF3D7_1428000.1,PPRFG01_1428700_t1,5.0,0,1,1006.3333333333319,235.66666666666697,1,97.0
17389,3,PF3D7_1427500,PF3D7_1427500.1,PPRFG01_1428200_t1,5.0,0,1,1981.666666666674,451.3333333333322,0,195.0
17342,3,PF3D7_1408800,PF3D7_1408800.1,PPRFG01_1409200_t1,5.0,0,2,743.3333333333326,147.6666666666666,0,44.0
22050,5,PF3D7_1320600,PF3D7_1320600.1,PPRFG01_1322500_t1,5.0,0,0,519.3333333333339,128.6666666666665,0,66.0
17373,3,PF3D7_1418300,PF3D7_1418300.1,PPRFG01_1418700_t1,5.0,0,0,327.3333333333334,80.66666666666664,0,43.0
17370,3,PF3D7_1416500,PF3D7_1416500.1,PPRFG01_1416900_t1,5.0,0,3,1120.6666666666658,289.3333333333334,1,167.0
17369,3,PF3D7_1416300,PF3D7_1416300.1,PPRFG01_1416700_t1,5.0,0,4,1014.999999999998,236.00000000000054,3,100.0
17363,3,PF3D7_1412500,PF3D7_1412500.1,PPRFG01_1412900_t1,5.0,0,5,895.6666666666655,232.33333333333368,1,134.0
22054,5,PF3D7_1321200,PF3D7_1321200.1,PPRFG01_1323100_t1,5.0,0,0,189.9999999999999,44.00000000000003,0,24.0
21981,5,PF3D7_1250300,PF3D7_1250300.1,PPRFG01_1205100_t1,5.0,0,1,715.6666666666661,175.33333333333348,0,89.0
23172,6,PF3D7_1208700,PF3D7_1208700.1,PPRFG01_1246200_t1,5.0,0,2,981.999999999998,212.00000000000034,1,77.0
21976,5,PF3D7_1248900,PF3D7_1248900.1,PPRFG01_1206500_t1,5.0,0,2,1042.3333333333321,262.6666666666668,2,143.0
23122,6,PF3D7_1124900,PF3D7_1124900.1,PPRFG01_1125800_t1,5.0,0,1,302.6666666666668,69.33333333333336,0,30.0
18473,4,PF3D7_0722400,PF3D7_0722400.1,PPRFG01_0721600_t1,5.0,0,0,948.6666666666642,230.33333333333394,0,123.0
18471,4,PF3D7_0721800,PF3D7_0721800.1,PPRFG01_0721000_t1,5.0,0,0,271.6666666666666,46.333333333333364,0,17.0
18470,4,PF3D7_0721700,PF3D7_0721700.1,PPRFG01_0720900_t1,5.0,0,8,1111.3333333333326,289.66666666666674,2,158.0
23089,6,PF3D7_1115900,PF3D7_1115900.1,PPRFG01_1116600_t1,5.0,0,2,714.333333333332,164.666666666667,1,73.0
18466,4,PF3D7_0719700,PF3D7_0719700.1,PPRFG01_0718900_t1,5.0,0,0,333.0,78.00000000000004,0,38.0
18463,4,PF3D7_0716400,PF3D7_0716400.1,PPRFG01_0715600_t1,5.0,0,1,430.3333333333335,91.66666666666669,0,35.0
23091,6,PF3D7_1116300,PF3D7_1116300.1,PPRFG01_1117000_t1,5.0,0,0,398.3333333333334,102.66666666666663,0,59.0
18455,4,PF3D7_0714000,PF3D7_0714000.1,PPRFG01_0713400_t1,5.0,0,0,285.66666666666674,83.33333333333331,0,54.0
21770,5,PF3D7_1219900,PF3D7_1219900.1,PPRFG01_1234700_t1,5.0,0,1,541.3333333333334,139.66666666666669,1,80.0
23104,6,PF3D7_1121000,PF3D7_1121000.1,PPRFG01_1121700_t1,5.0,0,1,710.6666666666664,168.33333333333337,0,79.0
18330,4,PF3D7_0706400,PF3D7_0706400.1,PPRFG01_0705900_t1,5.0,0,0,220.0,56.0,0,30.0
21778,5,PF3D7_1222300,PF3D7_1222300.1,PPRFG01_1232500_t1,5.0,0,10,1993.6666666666758,469.33333333333115,4,228.0
18314,4,PF3D7_0629200,PF3D7_0629200.1,PPRFG01_0627900_t1,5.0,0,2,938.6666666666647,201.33333333333363,1,83.0
18306,4,PF3D7_0624500,PF3D7_0624500.1,PPRFG01_0623100_t1,5.0,0,0,216.66666666666654,50.33333333333337,0,28.0
21788,5,PF3D7_1226300,PF3D7_1226300.1,PPRFG01_1228500_t1,5.0,0,3,708.3333333333327,176.66666666666677,1,95.0
18474,4,PF3D7_0722700,PF3D7_0722700.1,PPRFG01_0721900_t1,5.0,0,0,191.66666666666657,45.33333333333335,0,28.0
18477,4,PF3D7_0725200,PF3D7_0725200.1,PPRFG01_0724400_t1,5.0,0,1,361.33333333333337,82.66666666666669,1,38.0
23081,6,PF3D7_1113100,PF3D7_1113100.1,PPRFG01_1113800_t1,5.0,0,2,530.3333333333336,123.66666666666659,2,57.0
18768,4,PF3D7_0818200,PF3D7_0818200.1,PPRFG01_0819700_t1,5.0,0,0,635.0000000000001,150.99999999999991,0,80.0
23076,6,PF3D7_1110700,PF3D7_1110700.1,PPRFG01_1111400_t1,5.0,0,8,896.9999999999991,237.00000000000026,4,134.0
22713,6,PF3D7_0525700,PF3D7_0525700.1,PPRFG01_0526900_t1,5.0,0,0,311.00000000000006,81.99999999999999,0,42.0
18783,4,PF3D7_0825600,PF3D7_0825600.1,PPRFG01_0827100_t1,5.0,0,0,208.33333333333334,46.666666666666664,0,20.0
22707,6,PF3D7_0523400,PF3D7_0523400.1,PPRFG01_0524600_t1,5.0,0,0,1304.000000000001,295.0,0,134.0
18777,4,PF3D7_0823800,PF3D7_0823800.1,PPRFG01_0825300_t1,5.0,0,6,1605.6666666666713,359.33333333333275,3,151.0
22702,6,PF3D7_0519700,PF3D7_0519700.1,PPRFG01_0520900_t1,5.0,0,0,470.66666666666725,105.33333333333321,0,51.0
18760,4,PF3D7_0815200,PF3D7_0815200.1,PPRFG01_0816700_t1,5.0,0,3,2109.3333333333376,521.6666666666653,1,257.0
18732,4,PF3D7_0805200,PF3D7_0805200.1,PPRFG01_0806200_t1,5.0,0,0,219.9999999999999,59.00000000000002,0,39.0
21756,5,PF3D7_1211400,PF3D7_1211400.1,PPRFG01_1243500_t1,5.0,0,2,581.0000000000003,150.99999999999994,2,89.0
21760,5,PF3D7_1212800,PF3D7_1212800.1,PPRFG01_1242100_t1,5.0,0,2,790.999999999999,172.0000000000001,1,79.0
18740,4,PF3D7_0810000,PF3D7_0810000.1,PPRFG01_0811400_t1,5.0,0,0,222.99999999999994,47.0,0,20.0
18739,4,PF3D7_0809900,PF3D7_0809900.1,PPRFG01_0811300_t1,5.0,0,0,258.33333333333314,53.666666666666686,0,22.0
18736,4,PF3D7_0807500,PF3D7_0807500.1,PPRFG01_0808600_t1,5.0,0,2,626.3333333333334,153.66666666666663,0,78.0
18734,4,PF3D7_0806400,PF3D7_0806400.1,PPRFG01_0807500_t1,5.0,0,1,433.00000000000045,97.99999999999989,1,44.0
21791,5,PF3D7_1226800,PF3D7_1226800.1,PPRFG01_1228000_t1,5.0,0,3,936.3333333333313,206.666666666667,0,89.0
18287,4,PF3D7_0618500,PF3D7_0618500.1,PPRFG01_0617000_t1,5.0,0,1,740.6666666666657,198.3333333333336,0,114.0
23165,6,PF3D7_1203600,PF3D7_1203600.1,PPRFG01_1251200_t1,5.0,0,1,454.6666666666669,97.3333333333333,0,42.0
18285,4,PF3D7_0617300,PF3D7_0617300.1,PPRFG01_0616100_t1,5.0,0,1,335.3333333333334,81.66666666666664,1,45.0
18185,4,PF3D7_0515200,PF3D7_0515200.1,PPRFG01_0516600_t1,5.0,0,1,351.9999999999998,74.00000000000007,1,27.0
18177,4,PF3D7_0511100,PF3D7_0511100.1,PPRFG01_0512500_t1,5.0,0,0,297.3333333333332,59.66666666666673,0,20.0
23138,6,PF3D7_1131200,PF3D7_1131200.1,PPRFG01_1132100_t1,5.0,0,3,955.6666666666636,187.33333333333374,1,50.0
21955,5,PF3D7_1242700,PF3D7_1242700.1,PPRFG01_1212700_t1,5.0,0,0,330.66666666666686,80.3333333333333,0,40.0
18019,4,PF3D7_0419200,PF3D7_0419200.1,PPRFG01_0416500_t1,5.0,0,0,328.0,80.0,0,35.0
18017,4,PF3D7_0418800,PF3D7_0418800.1,PPRFG01_0416100_t1,5.0,0,2,623.6666666666672,159.3333333333332,2,86.0
21958,5,PF3D7_1243000,PF3D7_1243000.1,PPRFG01_1212400_t1,5.0,0,3,749.0000000000002,156.99999999999983,0,59.0
18015,4,PF3D7_0416800,PF3D7_0416800.1,PPRFG01_0414100_t1,5.0,0,1,457.33333333333354,118.66666666666659,1,63.0
22686,6,PF3D7_0507400,PF3D7_0507400.1,PPRFG01_0508700_t1,5.0,0,1,374.0000000000001,85.0,0,38.0
18010,4,PF3D7_0413500,PF3D7_0413500.1,PPRFG01_0026200_t1,5.0,0,1,718.6666666666661,166.33333333333331,1,77.0
18009,4,PF3D7_0410500,PF3D7_0410500.1,PPRFG01_0409900_t1,5.0,0,2,530.3333333333337,108.6666666666665,0,38.0
18004,4,PF3D7_0407400,PF3D7_0407400.1,PPRFG01_0406800_t1,5.0,0,2,254.99999999999986,51.00000000000002,0,17.0
21973,5,PF3D7_1248200,PF3D7_1248200.1,PPRFG01_1207200_t1,5.0,0,1,882.3333333333311,188.66666666666694,0,88.0
23162,6,PF3D7_1202900,PF3D7_1202900.1,PPRFG01_1251900_t1,5.0,0,1,238.6666666666665,52.33333333333337,0,27.0
21975,5,PF3D7_1248800,PF3D7_1248800.1,PPRFG01_1206600_t1,5.0,0,0,228.33333333333323,53.66666666666669,0,21.0
18188,4,PF3D7_0515700,PF3D7_0515700.1,PPRFG01_0517100_t1,5.0,0,3,1084.999999999999,283.0000000000002,2,163.0
18189,4,PF3D7_0515900,PF3D7_0515900.1,PPRFG01_0517300_t1,5.0,0,1,805.3333333333327,178.66666666666688,1,66.0
18193,4,PF3D7_0516500,PF3D7_0516500.1,PPRFG01_0517900_t1,5.0,0,3,1038.9999999999993,286.9999999999999,0,165.0
21810,5,PF3D7_1231100,PF3D7_1231100.1,PPRFG01_1223700_t1,5.0,0,1,506.6666666666672,132.33333333333323,0,70.0
21793,5,PF3D7_1227000,PF3D7_1227000.1,PPRFG01_1227800_t1,5.0,0,1,405.66666666666697,83.33333333333333,0,29.0
18269,4,PF3D7_0610700,PF3D7_0610700.1,PPRFG01_0609400_t1,5.0,0,0,214.66666666666654,46.33333333333335,0,18.0
18254,4,PF3D7_0605900,PF3D7_0605900.1,PPRFG01_0604500_t1,5.0,0,1,700.9999999999997,178.00000000000006,1,94.0
18251,4,PF3D7_0605300,PF3D7_0605300.1,PPRFG01_0603900_t1,5.0,0,2,860.3333333333319,198.66666666666694,2,95.0
21803,5,PF3D7_1229400,PF3D7_1229400.1,PPRFG01_1225400_t1,5.0,0,3,275.99999999999994,71.99999999999997,1,43.0
18236,4,PF3D7_0530100,PF3D7_0530100.1,PPRFG01_0531300_t1,5.0,0,3,560.3333333333339,114.66666666666659,1,39.0
18231,4,PF3D7_0528200,PF3D7_0528200.1,PPRFG01_0529400_t1,5.0,0,1,1066.3333333333323,223.6666666666671,1,76.0
21817,5,PF3D7_1232300,PF3D7_1232300.1,PPRFG01_1222400_t1,5.0,0,0,383.66666666666697,87.33333333333334,0,41.0
18230,4,PF3D7_0528000,PF3D7_0528000.1,PPRFG01_0529200_t1,5.0,0,0,302.3333333333334,69.66666666666666,0,27.0
23130,6,PF3D7_1127600,PF3D7_1127600.1,PPRFG01_1128500_t1,5.0,0,3,720.3333333333327,170.66666666666677,1,79.0
18221,4,PF3D7_0525900,PF3D7_0525900.1,PPRFG01_0527100_t1,5.0,0,3,698.6666666666662,159.3333333333334,1,71.0
18210,4,PF3D7_0522700,PF3D7_0522700.1,PPRFG01_0523900_t1,5.0,0,1,431.6666666666671,99.33333333333324,1,42.0
18208,4,PF3D7_0522000,PF3D7_0522000.1,PPRFG01_0523200_t1,5.0,0,0,267.0,54.0,0,20.0
18202,4,PF3D7_0520300,PF3D7_0520300.1,PPRFG01_0521500_t1,5.0,0,0,248.66666666666654,60.33333333333336,0,32.0
17272,3,PF3D7_1345700,PF3D7_1345700.1,PPRFG01_1347600_t1,5.0,0,2,1126.3333333333326,277.66666666666686,0,147.0
22076,5,PF3D7_1330100,PF3D7_1330100.1,PPRFG01_1332100_t1,5.0,0,0,466.0000000000005,91.99999999999997,0,27.0
22717,6,PF3D7_0528400,PF3D7_0528400.1,PPRFG01_0529600_t1,5.0,0,3,996.9999999999974,221.00000000000034,3,101.0
22178,5,PF3D7_1401800,PF3D7_1401800.1,PPRFG01_1402100_t1,5.0,0,2,1074.9999999999982,245.00000000000068,1,110.0
14871,3,PF3D7_0823900,PF3D7_0823900.1,PPRFG01_0825400_t1,5.0,0,5,752.6666666666658,201.3333333333336,4,120.0
22198,5,PF3D7_1405200,PF3D7_1405200.1,PPRFG01_1405600_t1,5.0,0,1,472.0000000000004,103.99999999999997,0,42.0
14865,3,PF3D7_0821700,PF3D7_0821700.1,PPRFG01_0823200_t1,5.0,0,0,340.0000000000001,77.00000000000001,0,36.0
14862,3,PF3D7_0821200,PF3D7_0821200.1,PPRFG01_0822700_t1,5.0,0,2,469.00000000000074,103.99999999999984,1,46.0
22199,5,PF3D7_1405600,PF3D7_1405600.1,PPRFG01_1406000_t1,5.0,0,0,852.6666666666653,194.33333333333354,0,87.0
14858,3,PF3D7_0816500,PF3D7_0816500.1,PPRFG01_0818000_t1,5.0,0,0,414.00000000000045,101.99999999999989,0,54.0
14857,3,PF3D7_0816100,PF3D7_0816100.1,PPRFG01_0817600_t1,5.0,0,0,452.6666666666671,102.33333333333326,0,45.0
14855,3,PF3D7_0814900,PF3D7_0814900.1,PPRFG01_0816300_t1,5.0,0,0,481.6666666666671,112.33333333333327,0,58.0
22202,5,PF3D7_1406500,PF3D7_1406500.1,PPRFG01_1406900_t1,5.0,0,1,624.6666666666662,116.33333333333309,0,33.0
14850,3,PF3D7_0813600,PF3D7_0813600.1,PPRFG01_0815100_t1,5.0,0,1,668.3333333333334,135.66666666666657,1,59.0
14728,3,PF3D7_0805600,PF3D7_0805600.1,PPRFG01_0806700_t1,5.0,0,1,743.3333333333326,180.66666666666686,0,89.0
14726,3,PF3D7_0804800,PF3D7_0804800.1,PPRFG01_0805800_t1,5.0,0,0,531.6666666666671,119.33333333333324,0,54.0
14725,3,PF3D7_0803700,PF3D7_0803700.1,PPRFG01_0804700_t1,5.0,0,2,1086.0000000000002,270.0,1,138.0
14724,3,PF3D7_0801600,PF3D7_0801600.1,PPRFG01_0802600_t1,5.0,0,0,303.6666666666667,71.33333333333331,0,33.0
14480,3,PF3D7_0730400,PF3D7_0730400.1,PPRFG01_0729600_t1,5.0,0,0,380.3333333333335,93.66666666666664,0,53.0
14876,3,PF3D7_0826600,PF3D7_0826600.1,PPRFG01_0828100_t1,5.0,0,5,680.9999999999999,146.9999999999999,1,59.0
14878,3,PF3D7_0829200,PF3D7_0829200.1,PPRFG01_0830700_t1,5.0,0,3,643.3333333333335,172.66666666666669,2,96.0
17262,3,PF3D7_1341200,PF3D7_1341200.1,PPRFG01_1343100_t1,5.0,0,1,357.6666666666667,89.33333333333333,0,43.0
15032,3,PF3D7_0903900,PF3D7_0903900.1,PPRFG01_0902800_t1,5.0,0,0,317.3333333333332,75.6666666666667,0,39.0
15119,3,PF3D7_1015200,PF3D7_1015200.1,PPRFG01_1016300.2_t1,5.0,0,2,1252.6666666666677,274.33333333333354,1,114.0
22150,5,PF3D7_1357800,PF3D7_1357800.1,PPRFG01_1359600_t1,5.0,0,4,1250.9999999999993,335.99999999999994,2,188.0
15113,3,PF3D7_1009400,PF3D7_1009400.1,PPRFG01_1010500_t1,5.0,0,4,874.9999999999982,211.0000000000004,3,112.0
15111,3,PF3D7_1006800,PF3D7_1006800.1,PPRFG01_1008000_t1,5.0,0,0,599.3333333333329,138.6666666666667,0,61.0
15106,3,PF3D7_1003300,PF3D7_1003300.1,PPRFG01_1004500_t1,5.0,0,2,369.66666666666686,86.33333333333327,1,38.0
22151,5,PF3D7_1358700,PF3D7_1358700.1,PPRFG01_1360500_t1,5.0,0,1,377.6666666666669,81.33333333333329,0,32.0
22152,5,PF3D7_1358800,PF3D7_1358800.1,PPRFG01_1360600_t1,5.0,0,1,358.0000000000001,94.99999999999991,1,52.0
15079,3,PF3D7_0936100,PF3D7_0936100.1,PPRFG01_0935200_t1,5.0,0,1,430.0000000000003,106.99999999999993,1,54.0
15078,3,PF3D7_0935100,PF3D7_0935100.1,PPRFG01_0934100_t1,5.0,0,1,169.6666666666667,46.333333333333314,1,24.0
23393,6,PF3D7_1248500,PF3D7_1248500.1,PPRFG01_1206900_t1,5.0,0,2,680.9999999999997,186.00000000000003,2,107.0
15068,3,PF3D7_0928000,PF3D7_0928000.1,PPRFG01_0926800_t1,5.0,0,3,251.66666666666652,57.33333333333336,2,28.0
15067,3,PF3D7_0927700,PF3D7_0927700.1,PPRFG01_0926500_t1,5.0,0,3,756.6666666666656,179.33333333333348,0,83.0
15034,3,PF3D7_0904500,PF3D7_0904500.1,PPRFG01_0903400_t1,5.0,0,1,321.3333333333335,65.66666666666673,0,25.0
15033,3,PF3D7_0904400,PF3D7_0904400.1,PPRFG01_0903300_t1,5.0,0,4,450.3333333333338,104.66666666666657,1,49.0
14477,3,PF3D7_0729800,PF3D7_0729800.1,PPRFG01_0729000_t1,5.0,0,0,241.99999999999983,49.00000000000003,0,15.0
22649,6,PF3D7_0415400,PF3D7_0415400.1,PPRFG01_0094700_t1,5.0,0,0,509.3333333333336,114.6666666666666,0,42.0
14474,3,PF3D7_0728400,PF3D7_0728400.1,PPRFG01_0727600.1_t1,5.0,0,0,315.66666666666663,62.33333333333338,0,20.0
14472,3,PF3D7_0727400,PF3D7_0727400.1,PPRFG01_0726600_t1,5.0,0,3,603.0,164.99999999999997,1,97.0
13669,3,PF3D7_0524600,PF3D7_0524600.1,PPRFG01_0525800_t1,5.0,0,1,633.0,137.9999999999999,0,54.0
13667,3,PF3D7_0524500,PF3D7_0524500.1,PPRFG01_0525700_t1,5.0,0,2,303.6666666666667,65.33333333333336,0,29.0
13666,3,PF3D7_0524400,PF3D7_0524400.1,PPRFG01_0525600_t1,5.0,0,4,863.3333333333317,231.6666666666671,3,130.0
13663,3,PF3D7_0522500,PF3D7_0522500.1,PPRFG01_0523700_t1,5.0,0,1,396.6666666666668,101.3333333333333,1,49.0
13661,3,PF3D7_0522200,PF3D7_0522200.1,PPRFG01_0523400_t1,5.0,0,2,286.6666666666665,61.333333333333414,2,23.0
13651,3,PF3D7_0519100,PF3D7_0519100.1,PPRFG01_0520500_t1,5.0,0,1,297.6666666666666,74.33333333333336,1,38.0
13645,3,PF3D7_0515800,PF3D7_0515800.1,PPRFG01_0517200_t1,5.0,0,0,202.9999999999999,49.00000000000003,0,24.0
13644,3,PF3D7_0512300,PF3D7_0512300.1,PPRFG01_0513700_t1,5.0,0,1,641.9999999999998,137.99999999999986,1,54.0
