,stage,Gene ID,Pfal_gene,Preich_gene,score_adj,ns,s,ns_sites,s_sites,ffd,ffd_sites
7730,2,PF3D7_0719200,PF3D7_0719200.1,PRCDC_0716400.1,5.0,0,6,744.3333333333326,185.66666666666683,1,92.0
17818,5,PF3D7_1231100,PF3D7_1231100.1,PRCDC_1230400.1,5.0,0,2,506.6666666666672,132.33333333333323,0,70.0
7537,2,PF3D7_0707900,PF3D7_0707900.1,PRCDC_0706100.1,5.0,0,18,623.0000000000001,154.00000000000003,13,77.0
18570,6,PF3D7_0304200,PF3D7_0304200.1,PRCDC_0303500.1,5.0,0,11,1282.3333333333348,316.6666666666663,7,156.0
18572,6,PF3D7_0304400,PF3D7_0304400.1,PRCDC_0303700.1,5.0,0,3,254.66666666666643,57.333333333333385,0,31.0
18576,6,PF3D7_0306900,PF3D7_0306900.1,PRCDC_0306200.1,5.0,0,6,339.33333333333337,95.66666666666664,0,59.0
18588,6,PF3D7_0312800,PF3D7_0312800.1,PRCDC_0312100.1,5.0,0,8,299.00000000000006,78.99999999999999,4,42.0
18599,6,PF3D7_0319100,PF3D7_0319100.1,PRCDC_0318400.1,5.0,0,1,263.3333333333332,57.66666666666668,0,29.0
7423,2,PF3D7_0621200,PF3D7_0621200.1,PRCDC_0619600.1,5.0,0,12,716.3333333333327,186.66666666666688,5,113.0
18603,6,PF3D7_0320900,PF3D7_0320900.1,PRCDC_0320200.1,5.0,0,1,358.66666666666686,115.33333333333329,1,81.0
7421,2,PF3D7_0619900,PF3D7_0619900.1,PRCDC_0618300.1,5.0,0,3,566.666666666667,132.33333333333314,0,65.0
18643,6,PF3D7_0413600,PF3D7_0413600.1,PRCDC_0411100.1,5.0,0,8,589.9999999999998,154.00000000000003,6,82.0
18667,6,PF3D7_0422400,PF3D7_0422400.1,PRCDC_0419600.1,5.0,0,6,407.3333333333336,102.6666666666666,1,50.0
18673,6,PF3D7_0503400,PF3D7_0503400.1,PRCDC_0502700.1,5.0,0,1,291.99999999999994,74.00000000000001,0,41.0
7965,2,PF3D7_1027500,PF3D7_1027500.1,PRCDC_1026800.1,5.0,0,1,178.66666666666663,37.33333333333333,1,15.0
18240,5,PF3D7_1423600,PF3D7_1423600.1,PRCDC_1422900.1,5.0,0,3,693.9999999999995,158.00000000000003,1,75.0
18217,5,PF3D7_1414300,PF3D7_1414300.1,PRCDC_1413600.1,5.0,0,5,523.0000000000005,133.99999999999991,4,74.0
8093,2,PF3D7_1107400,PF3D7_1107400.1,PRCDC_1105900.1,5.0,0,11,826.3333333333327,223.66666666666683,6,125.0
17945,5,PF3D7_1242700,PF3D7_1242700.1,PRCDC_1242100.1,5.0,0,2,330.66666666666686,80.3333333333333,1,40.0
8297,2,PF3D7_1404400,PF3D7_1404400.1,PRCDC_1403700.1,5.0,0,4,427.66666666666714,115.33333333333323,2,66.0
17964,5,PF3D7_1248800,PF3D7_1248800.1,PRCDC_1248200.1,5.0,0,4,228.33333333333323,53.66666666666669,1,21.0
17970,5,PF3D7_1250300,PF3D7_1250300.1,PRCDC_1249700.1,5.0,0,10,715.6666666666661,175.33333333333348,7,89.0
8275,2,PF3D7_1366100,PF3D7_1366100.1,PRCDC_1365000.1,5.0,0,1,309.6666666666667,71.33333333333334,1,29.0
8272,2,PF3D7_1362300,PF3D7_1362300.1,PRCDC_1361200.1,5.0,0,8,458.3333333333336,108.66666666666659,5,56.0
8266,2,PF3D7_1354600,PF3D7_1354600.1,PRCDC_1353600.1,5.0,0,1,298.6666666666665,58.33333333333337,1,17.0
8265,2,PF3D7_1354500,PF3D7_1354500.1,PRCDC_1353500.1,5.0,0,15,1063.3333333333321,262.66666666666697,8,133.0
8263,2,PF3D7_1353500,PF3D7_1353500.1,PRCDC_1352500.1,5.0,0,12,797.3333333333325,180.6666666666669,5,72.0
18018,5,PF3D7_1313300,PF3D7_1313300.1,PRCDC_1312300.1,5.0,0,5,515.0000000000003,123.99999999999994,2,59.0
18028,5,PF3D7_1317800,PF3D7_1317800.1,PRCDC_1316800.1,5.0,0,7,346.00000000000006,88.99999999999999,2,49.0
18038,5,PF3D7_1320600,PF3D7_1320600.1,PRCDC_1319600.1,5.0,0,2,519.3333333333339,128.6666666666665,1,66.0
8238,2,PF3D7_1325200,PF3D7_1325200.1,PRCDC_1324200.1,5.0,0,13,344.666666666667,93.33333333333324,8,53.0
8237,2,PF3D7_1324900,PF3D7_1324900.1,PRCDC_1323900.1,5.0,0,13,742.6666666666662,205.33333333333348,7,124.0
18042,5,PF3D7_1321200,PF3D7_1321200.1,PRCDC_1320200.1,5.0,0,1,189.9999999999999,44.00000000000003,0,24.0
8232,2,PF3D7_1311700,PF3D7_1311700.1,PRCDC_1310700.1,5.0,0,0,385.0000000000003,91.99999999999993,0,52.0
18061,5,PF3D7_1328100,PF3D7_1328100.1,PRCDC_1327100.1,5.0,0,2,638.6666666666664,171.33333333333343,0,99.0
8216,2,PF3D7_1241700,PF3D7_1241700.1,PRCDC_1241100.1,5.0,0,3,799.6666666666661,208.33333333333348,2,107.0
18113,5,PF3D7_1347500,PF3D7_1347500.1,PRCDC_1346500.1,5.0,0,3,292.33333333333337,73.66666666666664,1,43.0
8125,2,PF3D7_1144000,PF3D7_1144000.1,PRCDC_1142400.1,5.0,0,2,193.99999999999994,52.000000000000014,1,32.0
18143,5,PF3D7_1357800,PF3D7_1357800.1,PRCDC_1356700.1,5.0,0,13,1250.9999999999993,335.99999999999994,6,188.0
18145,5,PF3D7_1358700,PF3D7_1358700.1,PRCDC_1357600.1,5.0,0,1,377.6666666666669,81.33333333333329,0,32.0
18146,5,PF3D7_1358800,PF3D7_1358800.1,PRCDC_1357700.1,5.0,0,4,358.0000000000001,94.99999999999991,1,52.0
8109,2,PF3D7_1118100,PF3D7_1118100.1,PRCDC_1116500.1,5.0,0,4,372.66666666666674,92.33333333333333,2,45.0
18193,5,PF3D7_1405600,PF3D7_1405600.1,PRCDC_1404900.1,5.0,0,11,852.6666666666653,194.33333333333354,4,87.0
16707,5,PF3D7_0416700,PF3D7_0416700.1,PRCDC_0414200.1,5.0,0,2,213.33333333333323,53.666666666666686,2,32.0
16694,5,PF3D7_0410600,PF3D7_0410600.1,PRCDC_0408000.1,5.0,0,10,781.666666666666,196.33333333333354,3,98.0
16677,5,PF3D7_0405600,PF3D7_0405600.1,PRCDC_0403200.1,5.0,0,9,769.3333333333327,175.66666666666677,1,73.0
13593,3,PF3D7_1406000,PF3D7_1406000.1,PRCDC_1405300.1,5.0,0,5,259.33333333333314,61.666666666666714,2,31.0
15089,4,PF3D7_0907700,PF3D7_0907700.1,PRCDC_0905800.1,5.0,0,19,685.3333333333328,151.66666666666677,7,63.0
13679,3,PF3D7_1439700,PF3D7_1439700.1,PRCDC_1439000.1,5.0,0,0,262.3333333333332,46.666666666666686,0,10.0
13677,3,PF3D7_1439400,PF3D7_1439400.1,PRCDC_1438700.1,5.0,0,8,847.6666666666656,217.3333333333336,6,122.0
15109,4,PF3D7_0912400,PF3D7_0912400.1,PRCDC_0910400.1,5.0,0,6,460.66666666666697,112.33333333333327,1,53.0
15136,4,PF3D7_0923700,PF3D7_0923700.1,PRCDC_0921700.1,5.0,0,1,252.33333333333312,53.666666666666714,1,25.0
15356,4,PF3D7_1002900,PF3D7_1002900.1,PRCDC_1002300.1,5.0,0,3,308.3333333333332,72.66666666666669,2,32.0
15371,4,PF3D7_1006900,PF3D7_1006900.1,PRCDC_1006300.1,5.0,0,2,526.666666666667,130.33333333333323,2,76.0
13653,3,PF3D7_1427900,PF3D7_1427900.1,PRCDC_1427200.1,5.0,0,9,697.3333333333325,145.66666666666646,2,58.0
13634,3,PF3D7_1418300,PF3D7_1418300.1,PRCDC_1417600.1,5.0,0,3,327.3333333333334,80.66666666666664,3,43.0
15400,4,PF3D7_1015900,PF3D7_1015900.1,PRCDC_1015300.1,5.0,0,6,1052.9999999999986,285.0000000000003,3,168.0
13624,3,PF3D7_1412500,PF3D7_1412500.1,PRCDC_1411800.1,5.0,0,13,895.6666666666655,232.33333333333368,7,134.0
15555,4,PF3D7_1105800,PF3D7_1105800.1,PRCDC_1104300.1,5.0,0,2,651.333333333333,146.66666666666663,1,76.0
15559,4,PF3D7_1107000,PF3D7_1107000.1,PRCDC_1105500.1,5.0,0,1,298.6666666666666,79.33333333333334,1,47.0
11693,3,PF3D7_0903900,PF3D7_0903900.1,PRCDC_0902000.1,5.0,0,3,317.3333333333332,75.6666666666667,1,39.0
15561,4,PF3D7_1108400,PF3D7_1108400.1,PRCDC_1106900.1,5.0,0,13,815.6666666666654,189.3333333333336,6,87.0
13558,3,PF3D7_1368600,PF3D7_1368600.1,PRCDC_1367500.1,5.0,0,5,227.99999999999983,48.000000000000014,3,20.0
15576,4,PF3D7_1115000,PF3D7_1115000.1,PRCDC_1113500.1,5.0,0,3,361.00000000000034,73.99999999999997,0,30.0
15596,4,PF3D7_1121200,PF3D7_1121200.1,PRCDC_1119600.1,5.0,0,1,196.33333333333326,40.66666666666668,0,16.0
15611,4,PF3D7_1128200,PF3D7_1128200.1,PRCDC_1126700.1,5.0,0,2,327.0,81.0,1,42.0
15618,4,PF3D7_1130400,PF3D7_1130400.1,PRCDC_1128800.1,5.0,0,10,1048.3333333333323,268.66666666666686,4,142.0
15624,4,PF3D7_1134800,PF3D7_1134800.1,PRCDC_1133200.1,5.0,0,23,1196.333333333334,264.666666666667,15,101.0
13535,3,PF3D7_1348500,PF3D7_1348500.1,PRCDC_1347500.1,5.0,0,11,848.9999999999989,192.00000000000026,4,76.0
13529,3,PF3D7_1345500,PF3D7_1345500.1,PRCDC_1344500.1,5.0,0,4,679.9999999999994,154.00000000000006,3,65.0
15666,4,PF3D7_1147700,PF3D7_1147700.1,PRCDC_1146000.1,5.0,0,1,368.6666666666667,93.33333333333334,1,48.0
15673,4,PF3D7_1203900,PF3D7_1203900.1,PRCDC_1203300.1,5.0,0,7,346.66666666666697,94.33333333333327,3,58.0
13520,3,PF3D7_1341200,PF3D7_1341200.1,PRCDC_1340200.1,5.0,0,7,357.6666666666667,89.33333333333333,2,43.0
13694,3,PF3D7_1450200,PF3D7_1450200.1,PRCDC_1449500.1,5.0,0,1,317.0,61.00000000000006,1,16.0
15083,4,PF3D7_0905500,PF3D7_0905500.1,PRCDC_0903600.1,5.0,0,4,587.6666666666666,129.33333333333317,0,53.0
15073,4,PF3D7_0903700,PF3D7_0903700.1,PRCDC_0901800.1,5.0,0,9,1071.3333333333323,287.66666666666646,6,179.0
13702,3,PF3D7_1455000,PF3D7_1455000.1,PRCDC_1454300.1,5.0,0,4,508.66666666666737,112.33333333333319,2,45.0
14227,4,PF3D7_0416800,PF3D7_0416800.1,PRCDC_0414300.1,5.0,0,3,457.33333333333354,118.66666666666659,1,63.0
14387,4,PF3D7_0516500,PF3D7_0516500.1,PRCDC_0515600.1,5.0,0,14,1038.9999999999993,286.9999999999999,11,165.0
14396,4,PF3D7_0520300,PF3D7_0520300.1,PRCDC_0519400.1,5.0,0,2,248.66666666666654,60.33333333333336,2,32.0
14402,4,PF3D7_0522000,PF3D7_0522000.1,PRCDC_0521100.1,5.0,0,1,267.0,54.0,0,20.0
14433,4,PF3D7_0530100,PF3D7_0530100.1,PRCDC_0529200.1,5.0,0,5,560.3333333333339,114.66666666666659,2,39.0
14449,4,PF3D7_0605300,PF3D7_0605300.1,PRCDC_0603900.1,5.0,0,11,860.3333333333319,198.66666666666694,6,95.0
14466,4,PF3D7_0610700,PF3D7_0610700.1,PRCDC_0609400.1,5.0,0,0,214.66666666666654,46.33333333333335,0,18.0
13935,4,PF3D7_0219400,PF3D7_0219400.1,PRCDC_0218300.1,5.0,0,4,243.66666666666666,59.333333333333336,1,31.0
14507,4,PF3D7_0624500,PF3D7_0624500.1,PRCDC_0622900.1,5.0,0,3,216.66666666666654,50.33333333333337,2,28.0
13913,4,PF3D7_0212600,PF3D7_0212600.1,PRCDC_0211500.1,5.0,0,7,609.0,140.99999999999991,4,72.0
13905,4,PF3D7_0210400,PF3D7_0210400.1,PRCDC_0209300.1,5.0,0,4,284.33333333333326,72.66666666666667,3,37.0
14518,4,PF3D7_0630200,PF3D7_0630200.1,PRCDC_0628600.1,5.0,0,5,331.3333333333333,73.66666666666667,2,33.0
14531,4,PF3D7_0706400,PF3D7_0706400.1,PRCDC_0704600.1,5.0,0,3,220.0,56.0,2,30.0
14638,4,PF3D7_0714000,PF3D7_0714000.1,PRCDC_0711300.1,5.0,0,2,285.66666666666674,83.33333333333331,1,54.0
14656,4,PF3D7_0722700,PF3D7_0722700.1,PRCDC_0719900.1,5.0,0,2,191.66666666666657,45.33333333333335,1,28.0
14659,4,PF3D7_0725200,PF3D7_0725200.1,PRCDC_0722400.1,5.0,0,2,361.33333333333337,82.66666666666669,2,38.0
13753,3,PF3D7_API02800,PF3D7_API02800.1,PRCDC_API02900.1,5.0,0,4,352.6666666666668,73.33333333333334,2,13.0
13749,3,PF3D7_API02400,PF3D7_API02400.1,PRCDC_API02500.1,5.0,0,3,230.66666666666654,42.33333333333336,1,3.0
13748,3,PF3D7_API02000,PF3D7_API02000.1,PRCDC_API02100.1,5.0,0,3,294.33333333333326,59.66666666666672,1,19.0
14878,4,PF3D7_0805200,PF3D7_0805200.1,PRCDC_0804800.1,5.0,0,1,219.9999999999999,59.00000000000002,1,39.0
13733,3,PF3D7_1470900,PF3D7_1470900.1,PRCDC_1470100.1,5.0,0,5,472.33333333333394,112.66666666666653,4,53.0
14913,4,PF3D7_0818200,PF3D7_0818200.1,PRCDC_0817500.1,5.0,0,7,635.0000000000001,150.99999999999991,4,80.0
13724,3,PF3D7_1466600,PF3D7_1466600.1,PRCDC_1465800.1,5.0,0,7,687.9999999999995,152.00000000000003,2,60.0
13719,3,PF3D7_1463500,PF3D7_1463500.1,PRCDC_1462700.1,5.0,0,6,631.3333333333335,142.66666666666652,3,61.0
14929,4,PF3D7_0825600,PF3D7_0825600.1,PRCDC_0824900.1,5.0,0,2,208.33333333333334,46.666666666666664,0,20.0
15696,4,PF3D7_1211700,PF3D7_1211700.1,PRCDC_1211000.1,5.0,0,25,1795.6666666666688,478.33333333333275,13,266.0
13494,3,PF3D7_1331800,PF3D7_1331800.1,PRCDC_1330800.1,5.0,0,11,323.99999999999994,93.0,10,58.0
13492,3,PF3D7_1330000,PF3D7_1330000.2,PRCDC_1329000.2,5.0,0,4,466.00000000000045,118.99999999999989,2,65.0
11982,3,PF3D7_1115600,PF3D7_1115600.1,PRCDC_1114100.1,5.0,0,5,289.33333333333326,76.66666666666669,2,45.0
16299,4,PF3D7_1441200,PF3D7_1441200.1,PRCDC_1440500.1,5.0,0,2,521.3333333333335,129.66666666666663,1,67.0
16314,4,PF3D7_1444200,PF3D7_1444200.1,PRCDC_1443500.1,5.0,0,2,515.6666666666673,105.33333333333321,0,40.0
16323,4,PF3D7_1447300,PF3D7_1447300.1,PRCDC_1446600.1,5.0,0,4,267.99999999999994,68.00000000000001,2,34.0
16328,4,PF3D7_1450000,PF3D7_1450000.1,PRCDC_1449300.1,5.0,0,11,915.9999999999983,212.0000000000004,3,94.0
11845,3,PF3D7_1038000,PF3D7_1038000.2,PRCDC_1037100.2,5.0,0,2,292.0,68.00000000000003,0,33.0
11842,3,PF3D7_1038000,PF3D7_1038000.1,PRCDC_1037100.1,5.0,0,2,289.3333333333333,67.66666666666669,0,33.0
16333,4,PF3D7_1451100,PF3D7_1451100.1,PRCDC_1450400.1,5.0,0,22,1980.3333333333394,515.6666666666653,12,305.0
16345,4,PF3D7_1454700,PF3D7_1454700.1,PRCDC_1454000.1,5.0,0,23,1124.333333333333,279.66666666666674,11,147.0
16357,4,PF3D7_1458200,PF3D7_1458200.1,PRCDC_1457500.1,5.0,0,5,270.6666666666667,59.333333333333336,1,25.0
16368,4,PF3D7_1462200,PF3D7_1462200.1,PRCDC_1461500.1,5.0,0,0,176.33333333333337,42.666666666666664,0,21.0
16386,4,PF3D7_1468700,PF3D7_1468700.1,PRCDC_1467900.1,5.0,0,7,945.6666666666656,248.3333333333336,4,137.0
11771,3,PF3D7_1006800,PF3D7_1006800.1,PRCDC_1006200.1,5.0,0,9,599.3333333333329,138.6666666666667,6,61.0
11766,3,PF3D7_1003300,PF3D7_1003300.1,PRCDC_1002700.1,5.0,0,2,369.66666666666686,86.33333333333327,0,38.0
11741,3,PF3D7_0935100,PF3D7_0935100.1,PRCDC_0933100.1,5.0,0,1,169.6666666666667,46.333333333333314,1,24.0
16540,5,PF3D7_0212300,PF3D7_0212300.1,PRCDC_0211200.1,5.0,0,11,1021.6666666666647,259.3333333333337,5,137.0
16545,5,PF3D7_0213100,PF3D7_0213100.1,PRCDC_0212000.1,5.0,0,11,783.6666666666662,200.33333333333346,5,116.0
16571,5,PF3D7_0217800,PF3D7_0217800.1,PRCDC_0216700.1,5.0,0,5,252.66666666666657,68.33333333333334,3,38.0
16573,5,PF3D7_0218000,PF3D7_0218000.1,PRCDC_0216900.1,5.0,0,7,791.6666666666656,198.3333333333336,2,97.0
16589,5,PF3D7_0307200,PF3D7_0307200.1,PRCDC_0306500.1,5.0,0,3,294.6666666666665,74.33333333333337,0,39.0
16599,5,PF3D7_0309800,PF3D7_0309800.1,PRCDC_0309100.1,5.0,0,9,689.9999999999993,149.99999999999994,2,73.0
16605,5,PF3D7_0310700,PF3D7_0310700.1,PRCDC_0310000.1,5.0,0,3,353.3333333333334,81.66666666666664,1,36.0
16630,5,PF3D7_0315100,PF3D7_0315100.1,PRCDC_0314400.1,5.0,0,2,553.0000000000002,127.9999999999999,1,58.0
