,0
94,Pf3D7_02_v3:137557-138389
95,Pf3D7_02_v3:162065-162900
96,Pf3D7_02_v3:162065-162900
97,Pf3D7_02_v3:162065-162900
98,Pf3D7_02_v3:192818-194199
99,Pf3D7_02_v3:212982-214508
100,Pf3D7_02_v3:217882-218907
101,Pf3D7_02_v3:231141-232529
102,Pf3D7_02_v3:245358-246699
103,Pf3D7_02_v3:270078-270619
104,Pf3D7_02_v3:271594-273009
105,Pf3D7_02_v3:273689-274507
106,Pf3D7_02_v3:288183-288665
107,Pf3D7_02_v3:335679-336581
108,Pf3D7_02_v3:335679-336581
109,Pf3D7_02_v3:335679-336581
110,Pf3D7_02_v3:352836-353628
111,Pf3D7_02_v3:356501-358014
112,Pf3D7_02_v3:356501-358014
113,Pf3D7_02_v3:359142-359849
114,Pf3D7_02_v3:359142-359849
115,Pf3D7_02_v3:359142-359849
116,Pf3D7_02_v3:384865-386580
117,Pf3D7_02_v3:409983-410228
118,Pf3D7_02_v3:409983-410228
119,Pf3D7_02_v3:409983-410228
120,Pf3D7_02_v3:412275-412859
121,Pf3D7_02_v3:412275-412859
122,Pf3D7_02_v3:412275-412859
123,Pf3D7_02_v3:423063-424654
124,Pf3D7_02_v3:425689-426497
125,Pf3D7_02_v3:436050-436994
126,Pf3D7_02_v3:436050-436994
127,Pf3D7_02_v3:436050-436994
128,Pf3D7_02_v3:455579-456286
129,Pf3D7_02_v3:455579-456286
130,Pf3D7_02_v3:455579-456286
131,Pf3D7_02_v3:459072-461518
132,Pf3D7_02_v3:477432-479091
133,Pf3D7_02_v3:492616-494306
134,Pf3D7_02_v3:535646-536146
135,Pf3D7_02_v3:535646-536146
136,Pf3D7_02_v3:535646-536146
137,Pf3D7_02_v3:537789-539420
138,Pf3D7_02_v3:540409-540969
139,Pf3D7_02_v3:541086-541548
140,Pf3D7_02_v3:541086-541548
141,Pf3D7_02_v3:541086-541548
142,Pf3D7_02_v3:557048-557696
143,Pf3D7_02_v3:557048-557696
144,Pf3D7_02_v3:557048-557696
145,Pf3D7_02_v3:590501-591421
146,Pf3D7_02_v3:599829-601712
147,Pf3D7_02_v3:643106-644317
148,Pf3D7_02_v3:654918-656840
149,Pf3D7_02_v3:668985-669841
150,Pf3D7_02_v3:715798-716549
151,Pf3D7_02_v3:715798-716549
152,Pf3D7_02_v3:715798-716549
153,Pf3D7_02_v3:717692-718281
154,Pf3D7_02_v3:731120-732312
155,Pf3D7_02_v3:734272-734595
156,Pf3D7_02_v3:741014-742459
157,Pf3D7_02_v3:772316-772690
158,Pf3D7_02_v3:773335-773754
159,Pf3D7_02_v3:774815-776036
160,Pf3D7_02_v3:809511-810298
161,Pf3D7_02_v3:809511-810298
162,Pf3D7_02_v3:809511-810298
163,Pf3D7_02_v3:813827-814654
164,Pf3D7_02_v3:823825-824864
165,Pf3D7_02_v3:831189-832005
166,Pf3D7_02_v3:878468-879251
167,Pf3D7_02_v3:878468-879251
168,Pf3D7_02_v3:878468-879251
169,Pf3D7_02_v3:913244-914457
170,Pf3D7_02_v3:913244-914457
171,Pf3D7_02_v3:913244-914457
172,Pf3D7_02_v3:916352-923648
173,Pf3D7_02_v3:916352-923648
174,Pf3D7_02_v3:916352-923648
175,Pf3D7_03_v3:36965-44482
176,Pf3D7_03_v3:36965-44482
177,Pf3D7_03_v3:36965-44482
178,Pf3D7_03_v3:88250-89231
179,Pf3D7_03_v3:96568-97907
180,Pf3D7_03_v3:175022-175799
181,Pf3D7_03_v3:190180-190719
182,Pf3D7_03_v3:190180-190719
183,Pf3D7_03_v3:190180-190719
184,Pf3D7_03_v3:217941-218489
185,Pf3D7_03_v3:217941-218489
186,Pf3D7_03_v3:217941-218489
187,Pf3D7_03_v3:219117-219872
188,Pf3D7_03_v3:219117-219872
189,Pf3D7_03_v3:219117-219872
190,Pf3D7_03_v3:224160-225793
191,Pf3D7_03_v3:278956-279828
192,Pf3D7_03_v3:286906-287319
193,Pf3D7_03_v3:292943-294548
194,Pf3D7_03_v3:295107-296094
195,Pf3D7_03_v3:301007-301906
196,Pf3D7_03_v3:302826-303083
197,Pf3D7_03_v3:304317-304999
198,Pf3D7_03_v3:306108-307984
199,Pf3D7_03_v3:310652-311805
200,Pf3D7_03_v3:310652-311805
201,Pf3D7_03_v3:310652-311805
202,Pf3D7_03_v3:312693-313342
203,Pf3D7_03_v3:402933-405440
204,Pf3D7_03_v3:407980-408318
205,Pf3D7_03_v3:412089-413762
206,Pf3D7_03_v3:461175-462027
207,Pf3D7_03_v3:463326-464274
208,Pf3D7_03_v3:464662-464991
209,Pf3D7_03_v3:464662-464991
210,Pf3D7_03_v3:464662-464991
211,Pf3D7_03_v3:497118-497363
212,Pf3D7_03_v3:497118-497363
213,Pf3D7_03_v3:497118-497363
214,Pf3D7_03_v3:512130-512951
215,Pf3D7_03_v3:521969-522883
216,Pf3D7_03_v3:524154-526439
217,Pf3D7_03_v3:534239-535238
218,Pf3D7_03_v3:534239-535238
219,Pf3D7_03_v3:534239-535238
220,Pf3D7_03_v3:537621-538804
221,Pf3D7_03_v3:543241-543942
222,Pf3D7_03_v3:567247-568850
223,Pf3D7_03_v3:569308-571051
224,Pf3D7_03_v3:569308-571051
225,Pf3D7_03_v3:569308-571051
226,Pf3D7_03_v3:611334-612014
227,Pf3D7_03_v3:612739-613422
228,Pf3D7_03_v3:612739-613422
229,Pf3D7_03_v3:612739-613422
230,Pf3D7_03_v3:632846-633544
231,Pf3D7_03_v3:677842-678474
232,Pf3D7_03_v3:677842-678474
233,Pf3D7_03_v3:677842-678474
234,Pf3D7_03_v3:682795-683685
235,Pf3D7_03_v3:791840-793481
236,Pf3D7_03_v3:802260-802583
237,Pf3D7_03_v3:802260-802583
238,Pf3D7_03_v3:802260-802583
239,Pf3D7_03_v3:807277-807859
240,Pf3D7_03_v3:817913-818695
241,Pf3D7_03_v3:837307-838271
242,Pf3D7_03_v3:837307-838271
243,Pf3D7_03_v3:837307-838271
244,Pf3D7_03_v3:845713-847320
245,Pf3D7_03_v3:862741-863832
246,Pf3D7_03_v3:862741-863832
247,Pf3D7_03_v3:862741-863832
248,Pf3D7_03_v3:870817-872342
249,Pf3D7_03_v3:870817-872342
250,Pf3D7_03_v3:870817-872342
251,Pf3D7_03_v3:875213-876295
252,Pf3D7_03_v3:875213-876295
253,Pf3D7_03_v3:875213-876295
254,Pf3D7_03_v3:1007413-1008202
255,Pf3D7_03_v3:1007413-1008202
256,Pf3D7_03_v3:1007413-1008202
257,Pf3D7_03_v3:1012355-1013464
258,Pf3D7_03_v3:1012355-1013464
259,Pf3D7_03_v3:1012355-1013464
260,Pf3D7_03_v3:1030822-1038254
261,Pf3D7_03_v3:1030822-1038254
262,Pf3D7_03_v3:1030822-1038254
263,Pf3D7_04_v3:28706-37677
264,Pf3D7_04_v3:28706-37677
265,Pf3D7_04_v3:28706-37677
266,Pf3D7_04_v3:45555-56860
267,Pf3D7_04_v3:45555-56860
268,Pf3D7_04_v3:45555-56860
269,Pf3D7_04_v3:103742-105603
270,Pf3D7_04_v3:147490-148380
271,Pf3D7_04_v3:180430-181551
272,Pf3D7_04_v3:211515-213854
273,Pf3D7_04_v3:223711-224131
274,Pf3D7_04_v3:279072-281983
275,Pf3D7_04_v3:315562-315870
276,Pf3D7_04_v3:315562-315870
277,Pf3D7_04_v3:315562-315870
278,Pf3D7_04_v3:329216-329689
279,Pf3D7_04_v3:362301-363442
280,Pf3D7_04_v3:363599-364933
281,Pf3D7_04_v3:367845-368153
282,Pf3D7_04_v3:449189-450633
283,Pf3D7_04_v3:518685-519101
284,Pf3D7_04_v3:543625-545247
285,Pf3D7_04_v3:545987-553810
286,Pf3D7_04_v3:545987-553810
287,Pf3D7_04_v3:545987-553810
288,Pf3D7_04_v3:561667-569342
289,Pf3D7_04_v3:561667-569342
290,Pf3D7_04_v3:561667-569342
291,Pf3D7_04_v3:576810-584668
292,Pf3D7_04_v3:576810-584668
293,Pf3D7_04_v3:576810-584668
294,Pf3D7_04_v3:616914-618350
295,Pf3D7_04_v3:658620-659538
296,Pf3D7_04_v3:658620-659538
297,Pf3D7_04_v3:658620-659538
298,Pf3D7_04_v3:663416-664015
299,Pf3D7_04_v3:688192-689053
300,Pf3D7_04_v3:697918-698768
301,Pf3D7_04_v3:697918-698768
302,Pf3D7_04_v3:697918-698768
303,Pf3D7_04_v3:706529-709009
304,Pf3D7_04_v3:709460-710083
305,Pf3D7_04_v3:723073-724242
306,Pf3D7_04_v3:723073-724242
307,Pf3D7_04_v3:723073-724242
308,Pf3D7_04_v3:726265-727128
309,Pf3D7_04_v3:727710-727979
310,Pf3D7_04_v3:727710-727979
311,Pf3D7_04_v3:727710-727979
312,Pf3D7_04_v3:729962-731223
313,Pf3D7_04_v3:742149-743091
314,Pf3D7_04_v3:743611-745637
315,Pf3D7_04_v3:748088-749914
316,Pf3D7_04_v3:750860-753712
317,Pf3D7_04_v3:750860-753712
318,Pf3D7_04_v3:750860-753712
319,Pf3D7_04_v3:817400-818689
320,Pf3D7_04_v3:829963-830594
321,Pf3D7_04_v3:852510-853566
322,Pf3D7_04_v3:854879-855289
323,Pf3D7_04_v3:854879-855289
324,Pf3D7_04_v3:854879-855289
325,Pf3D7_04_v3:866501-868111
326,Pf3D7_04_v3:870737-871873
327,Pf3D7_04_v3:873138-874115
328,Pf3D7_04_v3:874811-875521
329,Pf3D7_04_v3:930404-931608
330,Pf3D7_04_v3:935031-941875
331,Pf3D7_04_v3:935031-941875
332,Pf3D7_04_v3:935031-941875
333,Pf3D7_04_v3:946169-953773
334,Pf3D7_04_v3:946169-953773
335,Pf3D7_04_v3:946169-953773
336,Pf3D7_04_v3:958067-965611
337,Pf3D7_04_v3:958067-965611
338,Pf3D7_04_v3:958067-965611
339,Pf3D7_04_v3:969031-976591
340,Pf3D7_04_v3:969031-976591
341,Pf3D7_04_v3:969031-976591
342,Pf3D7_04_v3:995998-996252
343,Pf3D7_04_v3:995998-996252
344,Pf3D7_04_v3:995998-996252
345,Pf3D7_04_v3:997240-997455
346,Pf3D7_04_v3:1001613-1002770
347,Pf3D7_04_v3:1022487-1024166
348,Pf3D7_04_v3:1026648-1027399
349,Pf3D7_04_v3:1040470-1041642
350,Pf3D7_04_v3:1077926-1078488
351,Pf3D7_04_v3:1080959-1082189
352,Pf3D7_04_v3:1113345-1114486
353,Pf3D7_04_v3:1156423-1167821
354,Pf3D7_04_v3:1156423-1167821
355,Pf3D7_04_v3:1156423-1167821
356,Pf3D7_04_v3:1173053-1180226
357,Pf3D7_04_v3:1173053-1180226
358,Pf3D7_04_v3:1173053-1180226
359,Pf3D7_05_v3:20929-28456
360,Pf3D7_05_v3:20929-28456
361,Pf3D7_05_v3:20929-28456
362,Pf3D7_05_v3:50422-52510
363,Pf3D7_05_v3:68930-70113
364,Pf3D7_05_v3:81134-82336
365,Pf3D7_05_v3:95161-96633
366,Pf3D7_05_v3:102193-102897
367,Pf3D7_05_v3:120107-121455
368,Pf3D7_05_v3:122449-122862
369,Pf3D7_05_v3:122449-122862
370,Pf3D7_05_v3:122449-122862
371,Pf3D7_05_v3:123332-123904
372,Pf3D7_05_v3:135004-135930
373,Pf3D7_05_v3:140710-141471
374,Pf3D7_05_v3:151422-152384
375,Pf3D7_05_v3:165650-166642
376,Pf3D7_05_v3:169549-170590
377,Pf3D7_05_v3:206450-208375
378,Pf3D7_05_v3:252047-252606
379,Pf3D7_05_v3:252047-252606
380,Pf3D7_05_v3:252047-252606
381,Pf3D7_05_v3:254473-255517
382,Pf3D7_05_v3:256225-257378
383,Pf3D7_05_v3:257748-258831
384,Pf3D7_05_v3:257748-258831
385,Pf3D7_05_v3:257748-258831
386,Pf3D7_05_v3:260961-262184
387,Pf3D7_05_v3:292696-293474
388,Pf3D7_05_v3:305961-306422
389,Pf3D7_05_v3:305961-306422
390,Pf3D7_05_v3:305961-306422
391,Pf3D7_05_v3:328666-329715
392,Pf3D7_05_v3:337426-339025
393,Pf3D7_05_v3:342205-343233
394,Pf3D7_05_v3:363588-364442
395,Pf3D7_05_v3:376855-378452
396,Pf3D7_05_v3:388696-389191
397,Pf3D7_05_v3:440779-441879
398,Pf3D7_05_v3:467585-468100
399,Pf3D7_05_v3:467585-468100
400,Pf3D7_05_v3:467585-468100
401,Pf3D7_05_v3:469276-469842
402,Pf3D7_05_v3:469276-469842
403,Pf3D7_05_v3:469276-469842
404,Pf3D7_05_v3:519129-520078
405,Pf3D7_05_v3:527639-528666
406,Pf3D7_05_v3:527639-528666
407,Pf3D7_05_v3:527639-528666
408,Pf3D7_05_v3:544540-545993
409,Pf3D7_05_v3:544540-545993
410,Pf3D7_05_v3:544540-545993
411,Pf3D7_05_v3:546734-547579
412,Pf3D7_05_v3:546734-547579
413,Pf3D7_05_v3:546734-547579
414,Pf3D7_05_v3:553990-554787
415,Pf3D7_05_v3:557039-558012
416,Pf3D7_05_v3:585357-585980
417,Pf3D7_05_v3:607105-608451
418,Pf3D7_05_v3:627298-627961
419,Pf3D7_05_v3:627298-627961
420,Pf3D7_05_v3:627298-627961
421,Pf3D7_05_v3:658423-658677
422,Pf3D7_05_v3:660150-661136
423,Pf3D7_05_v3:675809-676614
424,Pf3D7_05_v3:675809-676614
425,Pf3D7_05_v3:675809-676614
426,Pf3D7_05_v3:681430-682437
427,Pf3D7_05_v3:712762-713772
428,Pf3D7_05_v3:712762-713772
429,Pf3D7_05_v3:712762-713772
430,Pf3D7_05_v3:715765-716675
431,Pf3D7_05_v3:724681-725751
432,Pf3D7_05_v3:740156-741034
433,Pf3D7_05_v3:743179-745329
434,Pf3D7_05_v3:745798-746634
435,Pf3D7_05_v3:758503-758898
436,Pf3D7_05_v3:759831-760998
437,Pf3D7_05_v3:759831-760998
438,Pf3D7_05_v3:759831-760998
439,Pf3D7_05_v3:783638-784991
440,Pf3D7_05_v3:790399-790773
441,Pf3D7_05_v3:791719-792936
442,Pf3D7_05_v3:798036-798775
443,Pf3D7_05_v3:817066-819139
444,Pf3D7_05_v3:828953-829883
445,Pf3D7_05_v3:828953-829883
446,Pf3D7_05_v3:828953-829883
447,Pf3D7_05_v3:838428-839083
448,Pf3D7_05_v3:838428-839083
449,Pf3D7_05_v3:838428-839083
450,Pf3D7_05_v3:843586-844817
451,Pf3D7_05_v3:880065-880355
452,Pf3D7_05_v3:880065-880355
453,Pf3D7_05_v3:880065-880355
454,Pf3D7_05_v3:896018-896940
455,Pf3D7_05_v3:901414-902173
456,Pf3D7_05_v3:901414-902173
457,Pf3D7_05_v3:901414-902173
458,Pf3D7_05_v3:942767-943873
459,Pf3D7_05_v3:942767-943873
460,Pf3D7_05_v3:942767-943873
461,Pf3D7_05_v3:944184-944931
462,Pf3D7_05_v3:970266-970962
463,Pf3D7_05_v3:973518-975876
464,Pf3D7_05_v3:976690-977815
465,Pf3D7_05_v3:976690-977815
466,Pf3D7_05_v3:976690-977815
467,Pf3D7_05_v3:978665-979870
468,Pf3D7_05_v3:978665-979870
469,Pf3D7_05_v3:978665-979870
470,Pf3D7_05_v3:993433-994607
471,Pf3D7_05_v3:1008636-1009404
472,Pf3D7_05_v3:1013453-1014550
473,Pf3D7_05_v3:1016198-1016569
474,Pf3D7_05_v3:1017809-1018582
475,Pf3D7_05_v3:1017809-1018582
476,Pf3D7_05_v3:1017809-1018582
477,Pf3D7_05_v3:1066526-1067712
478,Pf3D7_05_v3:1068516-1069285
479,Pf3D7_05_v3:1073646-1075644
480,Pf3D7_05_v3:1085623-1086594
481,Pf3D7_05_v3:1129959-1130754
482,Pf3D7_05_v3:1156205-1156579
483,Pf3D7_05_v3:1176969-1177286
484,Pf3D7_05_v3:1178276-1178890
485,Pf3D7_05_v3:1183916-1185639
486,Pf3D7_05_v3:1191000-1191682
487,Pf3D7_05_v3:1220777-1221992
488,Pf3D7_05_v3:1224598-1224891
489,Pf3D7_05_v3:1224598-1224891
490,Pf3D7_05_v3:1224598-1224891
491,Pf3D7_05_v3:1226883-1227757
492,Pf3D7_05_v3:1254282-1254796
493,Pf3D7_05_v3:1279958-1280599
494,Pf3D7_05_v3:1279958-1280599
495,Pf3D7_05_v3:1301224-1301769
496,Pf3D7_05_v3:1316342-1316846
497,Pf3D7_06_v3:3503-12835
498,Pf3D7_06_v3:3503-12835
499,Pf3D7_06_v3:3503-12835
500,Pf3D7_06_v3:18586-22721
501,Pf3D7_06_v3:18586-22721
502,Pf3D7_06_v3:18586-22721
503,Pf3D7_06_v3:29618-31484
504,Pf3D7_06_v3:29618-31484
505,Pf3D7_06_v3:29618-31484
506,Pf3D7_06_v3:47463-48261
507,Pf3D7_06_v3:47463-48261
508,Pf3D7_06_v3:47463-48261
509,Pf3D7_06_v3:68833-69693
510,Pf3D7_06_v3:68833-69693
511,Pf3D7_06_v3:68833-69693
512,Pf3D7_06_v3:78190-78784
513,Pf3D7_06_v3:78190-78784
514,Pf3D7_06_v3:78190-78784
515,Pf3D7_06_v3:180936-181481
516,Pf3D7_06_v3:180936-181481
517,Pf3D7_06_v3:180936-181481
518,Pf3D7_06_v3:212415-213032
519,Pf3D7_06_v3:212415-213032
520,Pf3D7_06_v3:212415-213032
521,Pf3D7_06_v3:224613-225095
522,Pf3D7_06_v3:247640-249166
523,Pf3D7_06_v3:261031-261945
524,Pf3D7_06_v3:262826-263194
525,Pf3D7_06_v3:262826-263194
526,Pf3D7_06_v3:262826-263194
527,Pf3D7_06_v3:263936-264830
528,Pf3D7_06_v3:290426-291085
529,Pf3D7_06_v3:335107-337368
530,Pf3D7_06_v3:341874-342821
531,Pf3D7_06_v3:351780-352775
532,Pf3D7_06_v3:355229-356276
533,Pf3D7_06_v3:358391-360203
534,Pf3D7_06_v3:388915-390748
535,Pf3D7_06_v3:421157-422622
536,Pf3D7_06_v3:421157-422622
537,Pf3D7_06_v3:421157-422622
538,Pf3D7_06_v3:444747-445157
539,Pf3D7_06_v3:449291-451461
540,Pf3D7_06_v3:452667-453446
541,Pf3D7_06_v3:452667-453446
542,Pf3D7_06_v3:452667-453446
543,Pf3D7_06_v3:453671-455689
544,Pf3D7_06_v3:466198-466449
545,Pf3D7_06_v3:466198-466449
546,Pf3D7_06_v3:466198-466449
547,Pf3D7_06_v3:467481-468642
548,Pf3D7_06_v3:470049-471224
549,Pf3D7_06_v3:488579-489287
550,Pf3D7_06_v3:488579-489287
551,Pf3D7_06_v3:488579-489287
552,Pf3D7_06_v3:506380-507198
553,Pf3D7_06_v3:506380-507198
554,Pf3D7_06_v3:506380-507198
555,Pf3D7_06_v3:507678-508286
556,Pf3D7_06_v3:507678-508286
557,Pf3D7_06_v3:507678-508286
558,Pf3D7_06_v3:520751-521107
559,Pf3D7_06_v3:520751-521107
560,Pf3D7_06_v3:520751-521107
561,Pf3D7_06_v3:522300-522665
562,Pf3D7_06_v3:522300-522665
563,Pf3D7_06_v3:522300-522665
564,Pf3D7_06_v3:525987-527030
565,Pf3D7_06_v3:533907-535364
566,Pf3D7_06_v3:533907-535364
567,Pf3D7_06_v3:533907-535364
568,Pf3D7_06_v3:537778-538585
569,Pf3D7_06_v3:537778-538585
570,Pf3D7_06_v3:537778-538585
571,Pf3D7_06_v3:539304-539674
572,Pf3D7_06_v3:604573-605340
573,Pf3D7_06_v3:606142-607259
574,Pf3D7_06_v3:606142-607259
575,Pf3D7_06_v3:606142-607259
576,Pf3D7_06_v3:615297-616610
577,Pf3D7_06_v3:622272-622712
578,Pf3D7_06_v3:625365-627612
579,Pf3D7_06_v3:656376-657636
580,Pf3D7_06_v3:672119-672754
581,Pf3D7_06_v3:676888-677571
582,Pf3D7_06_v3:676888-677571
583,Pf3D7_06_v3:676888-677571
584,Pf3D7_06_v3:720535-721312
585,Pf3D7_06_v3:723117-731490
586,Pf3D7_06_v3:723117-731490
587,Pf3D7_06_v3:723117-731490
588,Pf3D7_06_v3:748416-748814
589,Pf3D7_06_v3:754395-754805
590,Pf3D7_06_v3:754395-754805
591,Pf3D7_06_v3:754395-754805
592,Pf3D7_06_v3:764667-765492
593,Pf3D7_06_v3:768792-769456
594,Pf3D7_06_v3:797211-798518
595,Pf3D7_06_v3:840523-841224
596,Pf3D7_06_v3:841846-843363
597,Pf3D7_06_v3:845660-846157
598,Pf3D7_06_v3:857726-858610
599,Pf3D7_06_v3:871297-872202
600,Pf3D7_06_v3:896989-897968
601,Pf3D7_06_v3:911503-911889
602,Pf3D7_06_v3:912406-913710
603,Pf3D7_06_v3:914743-915429
604,Pf3D7_06_v3:981066-982547
605,Pf3D7_06_v3:987808-989636
606,Pf3D7_06_v3:994284-994553
607,Pf3D7_06_v3:1009457-1010718
608,Pf3D7_06_v3:1025179-1026336
609,Pf3D7_06_v3:1035358-1036371
610,Pf3D7_06_v3:1039655-1041550
611,Pf3D7_06_v3:1042652-1042948
612,Pf3D7_06_v3:1046986-1048052
613,Pf3D7_06_v3:1073458-1073895
614,Pf3D7_06_v3:1075018-1076136
615,Pf3D7_06_v3:1084508-1084840
616,Pf3D7_06_v3:1104015-1105199
617,Pf3D7_06_v3:1170813-1173696
618,Pf3D7_06_v3:1170813-1173696
619,Pf3D7_06_v3:1170813-1173696
620,Pf3D7_06_v3:1179053-1180003
621,Pf3D7_06_v3:1180573-1182353
622,Pf3D7_06_v3:1183896-1185617
623,Pf3D7_06_v3:1196041-1198038
624,Pf3D7_06_v3:1199853-1200995
625,Pf3D7_06_v3:1199853-1200995
626,Pf3D7_06_v3:1199853-1200995
627,Pf3D7_06_v3:1210420-1212762
628,Pf3D7_06_v3:1218307-1219251
629,Pf3D7_06_v3:1218307-1219251
630,Pf3D7_06_v3:1218307-1219251
631,Pf3D7_06_v3:1250412-1251651
632,Pf3D7_06_v3:1295474-1296331
633,Pf3D7_06_v3:1295474-1296331
634,Pf3D7_06_v3:1295474-1296331
635,Pf3D7_06_v3:1297885-1299373
636,Pf3D7_06_v3:1297885-1299373
637,Pf3D7_06_v3:1297885-1299373
638,Pf3D7_06_v3:1318327-1319116
639,Pf3D7_06_v3:1318327-1319116
640,Pf3D7_06_v3:1318327-1319116
641,Pf3D7_06_v3:1323294-1324435
642,Pf3D7_06_v3:1323294-1324435
643,Pf3D7_06_v3:1323294-1324435
644,Pf3D7_06_v3:1353946-1366430
645,Pf3D7_06_v3:1353946-1366430
646,Pf3D7_06_v3:1353946-1366430
647,Pf3D7_06_v3:1374797-1382627
648,Pf3D7_06_v3:1374797-1382627
649,Pf3D7_06_v3:1374797-1382627
650,Pf3D7_07_v3:20307-28083
651,Pf3D7_07_v3:20307-28083
652,Pf3D7_07_v3:20307-28083
653,Pf3D7_07_v3:48300-49106
654,Pf3D7_07_v3:48300-49106
655,Pf3D7_07_v3:48300-49106
656,Pf3D7_07_v3:71049-71860
657,Pf3D7_07_v3:71049-71860
658,Pf3D7_07_v3:71049-71860
659,Pf3D7_07_v3:101694-102285
660,Pf3D7_07_v3:104957-105989
661,Pf3D7_07_v3:113144-113948
662,Pf3D7_07_v3:146645-147394
663,Pf3D7_07_v3:285472-286166
664,Pf3D7_07_v3:285472-286166
665,Pf3D7_07_v3:285472-286166
666,Pf3D7_07_v3:290100-291220
667,Pf3D7_07_v3:304315-304755
668,Pf3D7_07_v3:305563-306032
669,Pf3D7_07_v3:306855-307133
670,Pf3D7_07_v3:306855-307133
671,Pf3D7_07_v3:306855-307133
672,Pf3D7_07_v3:338885-342083
673,Pf3D7_07_v3:353986-354720
674,Pf3D7_07_v3:366929-367708
675,Pf3D7_07_v3:391502-392188
676,Pf3D7_07_v3:437900-438094
677,Pf3D7_07_v3:478468-479138
678,Pf3D7_07_v3:482701-483831
679,Pf3D7_07_v3:492519-493232
680,Pf3D7_07_v3:499336-499695
681,Pf3D7_07_v3:511950-519425
682,Pf3D7_07_v3:511950-519425
683,Pf3D7_07_v3:511950-519425
684,Pf3D7_07_v3:527338-535131
685,Pf3D7_07_v3:527338-535131
686,Pf3D7_07_v3:527338-535131
687,Pf3D7_07_v3:542906-550520
688,Pf3D7_07_v3:542906-550520
689,Pf3D7_07_v3:542906-550520
