,tajimas_d_ns
Pf3D7_01_v3:464726-470194,-1.0684933185936296
Pf3D7_01_v3:481809-482618,
Pf3D7_01_v3:487892-490127,-1.6617431728502166
Pf3D7_01_v3:495244-500076,-1.1230627794654224
Pf3D7_01_v3:500959-502868,-0.7022018229127851
Pf3D7_01_v3:504938-506874,-1.1230236255696626
Pf3D7_01_v3:508252-509748,-1.182069864259105
Pf3D7_01_v3:520807-522579,-1.4924306808135241
Pf3D7_01_v3:527107-536351,1.261918171428249
Pf3D7_01_v3:537109-538025,0.09707077888405863
Pf3D7_01_v3:542480-546983,-1.4807472528236703
Pf3D7_02_v3:109564-110580,0.938530159471048
Pf3D7_02_v3:120524-124102,-2.0362696439459347
Pf3D7_02_v3:127994-128314,
Pf3D7_02_v3:129342-133563,-2.2317940881754517
Pf3D7_02_v3:135523-137139,-1.7635019043300546
Pf3D7_02_v3:137557-138389,
Pf3D7_02_v3:138927-141192,-2.054155205915488
Pf3D7_02_v3:141625-147564,-2.391810100082633
Pf3D7_02_v3:149524-156981,-2.4760737805951045
Pf3D7_02_v3:158137-159660,-1.541984277031507
Pf3D7_02_v3:160514-161242,
Pf3D7_02_v3:166144-168051,-1.7674714064080608
Pf3D7_02_v3:168682-170136,-1.4744341306955273
Pf3D7_02_v3:171563-174912,
Pf3D7_02_v3:176567-178300,-1.7959324164376993
Pf3D7_02_v3:178955-181526,-2.2016779376878994
Pf3D7_02_v3:182228-189115,-2.3626979457057695
Pf3D7_02_v3:192818-194199,
Pf3D7_02_v3:194826-196916,-2.125261771755602
Pf3D7_02_v3:198353-199570,-1.4339299622532313
Pf3D7_02_v3:200482-204048,-1.9187106120394768
Pf3D7_02_v3:205889-207403,-1.880842416409569
Pf3D7_02_v3:209583-210833,-1.6001244391776266
Pf3D7_02_v3:211348-212627,
Pf3D7_02_v3:212982-214508,-1.8227949409156932
Pf3D7_02_v3:214838-217348,-1.4594712816702362
Pf3D7_02_v3:217882-218907,
Pf3D7_02_v3:219690-222256,-1.8365935773022508
Pf3D7_02_v3:223478-224851,
Pf3D7_02_v3:228025-229932,
Pf3D7_02_v3:231141-232529,
Pf3D7_02_v3:232729-233476,-1.3458393049903958
Pf3D7_02_v3:235237-238816,-1.542906359470397
Pf3D7_02_v3:239246-243796,-2.175158417798718
Pf3D7_02_v3:245358-246699,-1.6905787715712945
Pf3D7_02_v3:249030-250727,-0.588189118856398
Pf3D7_02_v3:263037-267347,-2.0851438546993832
Pf3D7_02_v3:271594-273009,-1.3059101876624604
Pf3D7_02_v3:273689-274507,
Pf3D7_02_v3:275540-276577,-1.1073306158540346
Pf3D7_02_v3:277494-278456,-0.3094585191734947
Pf3D7_02_v3:281907-287345,-2.0626232496622605
Pf3D7_02_v3:288183-288665,
Pf3D7_02_v3:290168-292703,0.227839282618211
Pf3D7_02_v3:294273-297616,-0.7640351466080353
Pf3D7_02_v3:298897-302564,-2.2211086306506145
Pf3D7_02_v3:303593-307027,-1.1132656865192292
Pf3D7_02_v3:308847-312155,-0.40526874561650633
Pf3D7_02_v3:313449-316741,-2.0652826862819476
Pf3D7_02_v3:317596-321310,-1.516652741006821
Pf3D7_02_v3:322338-325723,-1.9405405409572576
Pf3D7_02_v3:327932-335203,-2.11309249030313
Pf3D7_02_v3:337558-342966,-2.0682941122331457
Pf3D7_02_v3:343308-349340,-2.2494944097963114
Pf3D7_02_v3:352836-353628,-0.9960541587970606
Pf3D7_02_v3:354621-356117,-1.3863497475776052
Pf3D7_02_v3:360828-368354,-2.3619293307962588
Pf3D7_02_v3:370438-379845,-0.9392064776235727
Pf3D7_02_v3:381130-383445,-1.1596824667935288
Pf3D7_02_v3:384865-386580,
Pf3D7_02_v3:387273-388151,-1.3043265531316084
Pf3D7_02_v3:388424-390611,-1.5487881639798236
Pf3D7_02_v3:391275-392789,-1.7348846786533432
Pf3D7_02_v3:394237-398745,-1.9242479293514216
Pf3D7_02_v3:400153-401859,-1.2229453924117686
Pf3D7_02_v3:404281-406355,
Pf3D7_02_v3:413278-421137,-2.05943016758182
Pf3D7_02_v3:425689-426497,
Pf3D7_02_v3:427490-431530,-2.0507658319213893
Pf3D7_02_v3:432041-434086,
Pf3D7_02_v3:437755-439002,-0.15657582919819527
Pf3D7_02_v3:442080-442934,
Pf3D7_02_v3:451751-455116,-2.0489558004879487
Pf3D7_02_v3:457130-458585,-1.3792368850677765
Pf3D7_02_v3:463163-466900,-1.776275572781224
Pf3D7_02_v3:467847-468476,
Pf3D7_02_v3:469790-473491,-1.0616961026217133
Pf3D7_02_v3:475242-477074,
Pf3D7_02_v3:477432-479091,-1.508212999921191
Pf3D7_02_v3:480100-481432,-0.796685262335778
Pf3D7_02_v3:483436-488970,-2.255439853346964
Pf3D7_02_v3:489904-490818,
Pf3D7_02_v3:495166-507854,-2.077814114833348
Pf3D7_02_v3:509525-521746,-1.9932872345732107
Pf3D7_02_v3:522931-523999,
Pf3D7_02_v3:524700-526043,-1.491830425069049
Pf3D7_02_v3:528249-531923,-1.942346208354305
Pf3D7_02_v3:533253-534350,
Pf3D7_02_v3:540409-540969,
Pf3D7_02_v3:541811-543807,-1.3372580261164413
Pf3D7_02_v3:543802-545895,-1.5756026346772394
Pf3D7_02_v3:546482-555294,-2.026276370107575
Pf3D7_02_v3:558585-560594,-1.05794550273413
Pf3D7_02_v3:561122-564622,-2.1898780452328968
Pf3D7_02_v3:566121-567894,-1.779239152837024
Pf3D7_02_v3:568529-573315,-1.9872809440751131
Pf3D7_02_v3:578662-586164,-2.1374286985065014
Pf3D7_02_v3:586765-589051,-1.5891796639891396
Pf3D7_02_v3:594196-599340,-2.232025169410761
Pf3D7_02_v3:605045-609325,-1.5596868912710011
Pf3D7_02_v3:610625-615372,-1.8986152282367221
Pf3D7_02_v3:616772-619429,-1.125732766685497
Pf3D7_02_v3:622524-624306,
Pf3D7_02_v3:626976-627710,-1.3828707736106753
Pf3D7_02_v3:628642-631308,-0.3846037736874889
Pf3D7_02_v3:634589-637507,-1.3456006398129987
Pf3D7_02_v3:640400-642694,-1.8132567843102676
Pf3D7_02_v3:643106-644317,-1.5426773603474124
Pf3D7_02_v3:645929-650085,
Pf3D7_02_v3:650663-653362,-1.2649311633291362
Pf3D7_02_v3:654918-656840,
Pf3D7_02_v3:658636-664629,-1.3803995504115831
Pf3D7_02_v3:664984-668532,-2.20582548626174
Pf3D7_02_v3:668985-669841,
Pf3D7_02_v3:670413-674558,-2.2582171397555775
Pf3D7_02_v3:675431-677599,-1.752512385812074
Pf3D7_02_v3:678487-683703,-2.2162164789798706
Pf3D7_02_v3:686485-688545,-1.8287950754393092
Pf3D7_02_v3:690311-695783,-1.8848282890365786
Pf3D7_02_v3:696193-699561,-1.8281646069716804
Pf3D7_02_v3:701245-702894,-1.6121886509110923
Pf3D7_02_v3:703090-706587,-1.821393912273706
Pf3D7_02_v3:707738-709393,-1.636958960911913
Pf3D7_02_v3:709799-715252,-2.0610067337547426
Pf3D7_02_v3:717692-718281,-1.4582966695183048
Pf3D7_02_v3:720437-722661,
Pf3D7_02_v3:723747-729932,-2.0894839435570547
Pf3D7_02_v3:731120-732312,-1.0426530829669327
Pf3D7_02_v3:734272-734595,
Pf3D7_02_v3:735438-736997,-1.740978212308696
Pf3D7_02_v3:738860-739852,
Pf3D7_02_v3:741014-742459,-1.5040893612432058
Pf3D7_02_v3:743289-745712,-1.9886484184373934
Pf3D7_02_v3:747566-749365,-1.3864515457525142
Pf3D7_02_v3:750049-751737,-1.5432032917901162
Pf3D7_02_v3:752966-753439,
Pf3D7_02_v3:755418-762560,-1.9179269866290864
Pf3D7_02_v3:763491-765191,-1.386624152404885
Pf3D7_02_v3:769761-771041,-1.385504360483484
Pf3D7_02_v3:772316-772690,
Pf3D7_02_v3:773335-773754,-1.3383596570035114
Pf3D7_02_v3:774815-776036,
Pf3D7_02_v3:776828-778065,-1.4748951719149723
Pf3D7_02_v3:779418-782132,-1.5202928657960897
Pf3D7_02_v3:783723-784828,0.40856214954409653
Pf3D7_02_v3:786870-787940,-1.475403921771214
Pf3D7_02_v3:796752-801586,-1.6982758783917267
Pf3D7_02_v3:804520-807741,-1.0075161652108235
Pf3D7_02_v3:813827-814654,3.526303744395239
Pf3D7_02_v3:823825-824864,-1.1852022134948232
Pf3D7_02_v3:831189-832005,
Pf3D7_02_v3:833805-834688,-1.116802713399365
Pf3D7_02_v3:838843-844116,-0.06588210291461746
Pf3D7_03_v3:78195-80393,-1.439413906927976
Pf3D7_03_v3:85305-86131,-1.1226465726034438
Pf3D7_03_v3:88250-89231,-1.8003514829243497
Pf3D7_03_v3:91115-93463,-1.5979638990911385
Pf3D7_03_v3:96568-97907,-0.9092272089386813
Pf3D7_03_v3:105913-107109,-1.3857972915920016
Pf3D7_03_v3:107961-109880,-0.47936117310519377
Pf3D7_03_v3:114070-118086,-1.7221488616483345
Pf3D7_03_v3:119458-124735,
Pf3D7_03_v3:135418-140660,1.127856412346865
Pf3D7_03_v3:141556-145653,-1.2239192410808033
Pf3D7_03_v3:146372-147056,-1.386624152404885
Pf3D7_03_v3:148046-149305,-1.4884353733824573
Pf3D7_03_v3:152168-156146,
Pf3D7_03_v3:159353-161704,-1.7395507194626831
Pf3D7_03_v3:162778-167103,-2.2763085844420825
Pf3D7_03_v3:169571-174300,-1.5336439744165624
Pf3D7_03_v3:175022-175799,
Pf3D7_03_v3:178420-181127,-1.3739667618691767
Pf3D7_03_v3:182731-189411,-2.3163262005420355
Pf3D7_03_v3:191245-192591,-1.9653482212132918
Pf3D7_03_v3:194430-196211,-1.8900486758439021
Pf3D7_03_v3:196570-197438,-1.3851181474560732
Pf3D7_03_v3:198542-201584,-1.7814998874362522
Pf3D7_03_v3:204542-206119,-1.6880049948424853
Pf3D7_03_v3:212283-216572,-1.5929830691385305
Pf3D7_03_v3:221323-222516,-0.10505759665555262
Pf3D7_03_v3:224160-225793,-1.4142055484407616
Pf3D7_03_v3:227057-231397,-2.0771948656998043
Pf3D7_03_v3:231793-232305,
Pf3D7_03_v3:234058-235334,-1.3456006398129987
Pf3D7_03_v3:236334-248270,-2.5425766212217122
Pf3D7_03_v3:251242-254661,-2.084193884656473
Pf3D7_03_v3:255276-258416,-1.473379685883384
Pf3D7_03_v3:260332-261085,
Pf3D7_03_v3:261485-273286,-2.1566238576665517
Pf3D7_03_v3:275864-277717,-1.8019808734896354
Pf3D7_03_v3:278956-279828,-1.3091056838417494
Pf3D7_03_v3:281916-285260,-2.230679221247247
Pf3D7_03_v3:285579-286112,
Pf3D7_03_v3:288637-290747,-1.9892870010549362
Pf3D7_03_v3:292943-294548,-1.5986295612070822
Pf3D7_03_v3:295107-296094,
Pf3D7_03_v3:298517-300478,
Pf3D7_03_v3:301007-301906,
Pf3D7_03_v3:302826-303083,-0.5003057007555627
Pf3D7_03_v3:304317-304999,
Pf3D7_03_v3:312693-313342,
Pf3D7_03_v3:314976-316236,
Pf3D7_03_v3:318804-320336,-1.9066312178200049
Pf3D7_03_v3:321050-322162,-1.386624152404885
Pf3D7_03_v3:322933-324836,
Pf3D7_03_v3:325922-328383,-1.9277854228815907
Pf3D7_03_v3:328787-335269,-2.0968383797209214
Pf3D7_03_v3:337179-339278,-1.3863497475776052
Pf3D7_03_v3:340028-351652,-2.327219787266632
Pf3D7_03_v3:353549-355045,
Pf3D7_03_v3:356319-361454,-1.2152539057359089
Pf3D7_03_v3:362342-364233,1.3954860770427873
Pf3D7_03_v3:365659-366672,-1.545960833010323
Pf3D7_03_v3:369925-370789,-1.5098667365577685
Pf3D7_03_v3:372632-374230,-1.6369589609119128
Pf3D7_03_v3:375806-377437,-1.9892794795319413
Pf3D7_03_v3:378045-378517,
Pf3D7_03_v3:379130-383290,-1.6725946924585489
Pf3D7_03_v3:384375-386879,-1.5628133668530302
Pf3D7_03_v3:387219-388473,
Pf3D7_03_v3:389137-394604,-1.9871211166538028
Pf3D7_03_v3:397649-400516,-1.6736164788770473
Pf3D7_03_v3:407980-408318,-1.3029623748770318
Pf3D7_03_v3:409102-410928,-1.9319587624899932
Pf3D7_03_v3:412089-413762,
Pf3D7_03_v3:414234-419673,-2.066587281628412
Pf3D7_03_v3:420697-421515,
Pf3D7_03_v3:422379-424680,-1.8857139190606589
Pf3D7_03_v3:427290-440942,-2.464764939607278
Pf3D7_03_v3:442720-446457,-1.8157312326876884
Pf3D7_03_v3:447500-451384,-1.922589170318398
Pf3D7_03_v3:452297-459106,-2.0462887072864624
Pf3D7_03_v3:461175-462027,
Pf3D7_03_v3:463326-464274,
Pf3D7_03_v3:466085-468445,-2.0711856323393993
Pf3D7_03_v3:469287-470118,-0.2754820743218114
Pf3D7_03_v3:470860-473161,-1.7166236184819323
Pf3D7_03_v3:474788-479086,-2.1063161203653347
Pf3D7_03_v3:480122-483453,-1.8496977726226704
Pf3D7_03_v3:488804-496510,-2.528439043751398
Pf3D7_03_v3:499602-502353,-1.4418661868474711
Pf3D7_03_v3:502698-505848,-1.645123199462821
Pf3D7_03_v3:506655-508846,-1.6046090929802321
Pf3D7_03_v3:509291-511597,0.4506242325220768
Pf3D7_03_v3:512130-512951,
Pf3D7_03_v3:513752-516262,-1.766058187366146
Pf3D7_03_v3:516793-520503,-2.2688413326458146
Pf3D7_03_v3:524154-526439,-1.4386862706616694
Pf3D7_03_v3:529037-530776,-1.778074058102513
Pf3D7_03_v3:536043-537274,-1.5180173551465486
Pf3D7_03_v3:537621-538804,
Pf3D7_03_v3:539743-542810,-1.6593068805229745
Pf3D7_03_v3:543241-543942,-1.386624152404885
Pf3D7_03_v3:544055-545194,-1.7531337343030815
Pf3D7_03_v3:545828-548182,-1.9391305384308284
Pf3D7_03_v3:548718-551453,-2.1730836410853835
Pf3D7_03_v3:552001-554621,-0.5034054045003867
Pf3D7_03_v3:555035-558684,-1.6040165313384027
Pf3D7_03_v3:559334-562253,-1.5675388716129606
Pf3D7_03_v3:562366-565656,-2.1714465996454853
Pf3D7_03_v3:567247-568850,
Pf3D7_03_v3:572666-576823,-2.218527380490869
Pf3D7_03_v3:577008-578366,-1.546499356924204
Pf3D7_03_v3:579539-580465,
Pf3D7_03_v3:584226-585168,
Pf3D7_03_v3:586555-587331,-1.542906359470397
Pf3D7_03_v3:589002-592547,-2.231172564496295
Pf3D7_03_v3:604595-607931,-2.1707512157052267
Pf3D7_03_v3:608883-610718,-1.6101244213290593
Pf3D7_03_v3:611334-612014,
Pf3D7_03_v3:616472-622816,-0.8178958667525602
Pf3D7_03_v3:623446-630360,-2.2913179290620174
Pf3D7_03_v3:630611-631381,-1.3040298745034553
Pf3D7_03_v3:632846-633544,
Pf3D7_03_v3:635586-637462,-1.6501671750382205
Pf3D7_03_v3:638283-641306,-2.0520380223686554
Pf3D7_03_v3:641482-642579,-0.8709782641814149
Pf3D7_03_v3:644186-645268,
Pf3D7_03_v3:645921-646844,-1.5520194108212422
Pf3D7_03_v3:648635-649531,-1.4057281387231788
Pf3D7_03_v3:649849-657247,-2.327127555531481
Pf3D7_03_v3:658272-661643,-1.385739998435246
Pf3D7_03_v3:662126-665152,-2.3149914890214607
Pf3D7_03_v3:667006-668391,-1.3436763080104794
Pf3D7_03_v3:669302-670873,-0.8026496653636668
Pf3D7_03_v3:674458-675636,
Pf3D7_03_v3:679234-681277,-0.1902579012043697
Pf3D7_03_v3:682795-683685,-1.3452721703865835
Pf3D7_03_v3:686282-689482,-1.3770168670144278
Pf3D7_03_v3:690154-694815,-2.4630964505081394
Pf3D7_03_v3:699544-709728,-2.3625039626476707
Pf3D7_03_v3:712253-714082,-1.606775753196919
Pf3D7_03_v3:716523-721831,-2.2226469804594196
Pf3D7_03_v3:725015-726130,-1.5040226588783967
Pf3D7_03_v3:728259-738076,-2.44047162110793
Pf3D7_03_v3:738205-738882,-1.5117949931908343
Pf3D7_03_v3:739428-741733,-1.8771120276536621
Pf3D7_03_v3:742191-742799,-1.739139103571781
Pf3D7_03_v3:743929-745053,
Pf3D7_03_v3:748465-755838,-1.4492459906824664
Pf3D7_03_v3:756491-760292,-1.7042406997227935
Pf3D7_03_v3:761693-765439,-1.9588603114887568
Pf3D7_03_v3:767815-782760,-2.5131442129829704
Pf3D7_03_v3:783112-786165,-2.096018705962393
Pf3D7_03_v3:791840-793481,-1.6349540286616333
Pf3D7_03_v3:795577-801171,-1.848908610510631
Pf3D7_03_v3:803592-806312,-1.6691420942595852
Pf3D7_03_v3:807277-807859,
Pf3D7_03_v3:810081-814172,-2.0356780920406603
Pf3D7_03_v3:815569-816855,-1.8466310923895444
Pf3D7_03_v3:817913-818695,0.42172511580992866
Pf3D7_03_v3:820708-830802,-2.3238557699823486
Pf3D7_03_v3:831076-832509,-1.10407258130836
Pf3D7_03_v3:833833-834777,
Pf3D7_03_v3:840362-841758,
Pf3D7_03_v3:842539-844290,-1.7620414324086213
Pf3D7_03_v3:845713-847320,
Pf3D7_03_v3:848247-857504,-1.6338967966731162
Pf3D7_03_v3:860813-862102,-1.411017976712694
Pf3D7_03_v3:865014-866420,-0.864481302892925
Pf3D7_03_v3:877735-879511,-1.6888977876655582
Pf3D7_03_v3:879959-885493,-1.9185012871215434
Pf3D7_03_v3:886962-888976,-0.25371440617956215
Pf3D7_03_v3:890014-892764,-0.5174997185453164
Pf3D7_03_v3:894761-896112,-1.3855192404336776
Pf3D7_03_v3:896546-899770,-1.8770744835879158
Pf3D7_03_v3:900857-903369,-1.9661338572781861
Pf3D7_03_v3:903764-910118,-2.1765656966809575
Pf3D7_03_v3:912916-921036,-2.268966203590963
Pf3D7_03_v3:922974-927942,-1.7277049813689418
Pf3D7_03_v3:928644-929159,-1.3857972915920016
Pf3D7_03_v3:930640-932415,-1.7413233472802638
Pf3D7_03_v3:933188-937006,-2.263784457653547
Pf3D7_03_v3:938212-940173,-1.8508414769853543
Pf3D7_03_v3:942545-945301,-2.0437748443175625
Pf3D7_03_v3:945537-946751,-1.551853623570825
Pf3D7_03_v3:948374-952693,-2.1056645032864827
Pf3D7_03_v3:952964-962367,-2.389612018572416
Pf3D7_03_v3:964101-965203,-1.283216021254732
Pf3D7_03_v3:965553-966502,-1.3067046054647575
Pf3D7_03_v3:968675-969202,
Pf3D7_03_v3:971166-975794,-2.472410975799022
Pf3D7_03_v3:976870-978195,-1.6381910030801026
Pf3D7_03_v3:978970-980271,-1.8609147450930217
Pf3D7_03_v3:980706-983966,-2.0392062670658695
Pf3D7_03_v3:986265-987610,-1.6594545614074694
Pf3D7_03_v3:988631-990882,-1.860036626918026
Pf3D7_03_v3:991544-993625,-2.0887329032061555
Pf3D7_03_v3:998649-1001582,-1.7406260812778704
Pf3D7_04_v3:92576-93809,-1.357366527854519
Pf3D7_04_v3:103742-105603,1.9689886830789602
Pf3D7_04_v3:108380-111295,-1.3586499812802475
Pf3D7_04_v3:114601-116058,-1.0247527561520857
Pf3D7_04_v3:123588-125464,-1.6625608434721197
Pf3D7_04_v3:137640-146653,-1.232646505502116
Pf3D7_04_v3:147490-148380,-0.9866439146922652
Pf3D7_04_v3:175372-177252,-1.5419873200049834
Pf3D7_04_v3:178518-180200,-1.636958960911913
Pf3D7_04_v3:180430-181551,-1.8945192286878922
Pf3D7_04_v3:182870-194712,-2.4225822429375836
Pf3D7_04_v3:195543-196745,-1.3857972915920016
Pf3D7_04_v3:197846-201208,-1.5079809578247303
Pf3D7_04_v3:206228-209394,-1.3461209756509513
Pf3D7_04_v3:211515-213854,-2.070103526839545
Pf3D7_04_v3:219087-222838,-2.2021734279627387
Pf3D7_04_v3:223711-224131,
Pf3D7_04_v3:224779-231733,-2.3965338708512567
Pf3D7_04_v3:232595-233249,
Pf3D7_04_v3:234014-237013,-1.4811117807350938
Pf3D7_04_v3:238360-239499,-1.9276596131742012
Pf3D7_04_v3:240911-242347,-1.2164445824640113
Pf3D7_04_v3:247731-260147,-2.356119304671149
Pf3D7_04_v3:260454-263418,-0.544395812494131
Pf3D7_04_v3:264305-266170,-1.8392771731697626
Pf3D7_04_v3:267244-268380,-1.0252414777581609
Pf3D7_04_v3:268960-271134,-1.7404130161463787
Pf3D7_04_v3:272255-276824,-2.216815405720908
Pf3D7_04_v3:282403-288297,-1.5605608024553115
Pf3D7_04_v3:291251-300976,-1.965216377601498
Pf3D7_04_v3:301259-302267,-1.1660962216822228
Pf3D7_04_v3:303329-305343,
Pf3D7_04_v3:305746-312993,-2.043127074593362
Pf3D7_04_v3:316540-319178,-1.2126238539737733
Pf3D7_04_v3:321019-322545,
Pf3D7_04_v3:323267-325225,
Pf3D7_04_v3:329216-329689,
Pf3D7_04_v3:332043-333856,
Pf3D7_04_v3:334282-344054,-1.9963121134461084
Pf3D7_04_v3:346308-346727,-1.3879060176439273
Pf3D7_04_v3:347458-351499,-1.8445472833412542
Pf3D7_04_v3:351527-352983,-1.1433673845089216
Pf3D7_04_v3:353655-359878,-2.294171795028386
Pf3D7_04_v3:360547-361764,-1.3968568884225017
Pf3D7_04_v3:362301-363442,-0.17165589509736573
Pf3D7_04_v3:363599-364933,-1.5392764244943502
Pf3D7_04_v3:366379-367341,-1.9226675349786424
Pf3D7_04_v3:367845-368153,
Pf3D7_04_v3:369885-371270,
Pf3D7_04_v3:373039-376677,-1.7670926681893113
Pf3D7_04_v3:377481-383087,-2.1390707409488754
Pf3D7_04_v3:384924-390806,-1.6539732292740617
Pf3D7_04_v3:391347-393350,-1.6663440380734238
Pf3D7_04_v3:394065-394580,
Pf3D7_04_v3:397328-400693,-2.0226627823487138
Pf3D7_04_v3:401466-403334,-1.969043499318512
Pf3D7_04_v3:403626-405366,
Pf3D7_04_v3:406233-407909,-1.542906359470397
Pf3D7_04_v3:408679-410697,
Pf3D7_04_v3:413403-416357,-1.4816982479905914
Pf3D7_04_v3:417372-420824,-1.1384278811057882
Pf3D7_04_v3:422011-422958,
Pf3D7_04_v3:424300-427194,-1.7951808298990721
Pf3D7_04_v3:427664-435367,-1.7673778063988448
Pf3D7_04_v3:436217-437981,-1.4742265252119597
Pf3D7_04_v3:438887-440335,-1.3040521483043288
Pf3D7_04_v3:440968-444242,-1.9540881656993208
Pf3D7_04_v3:446000-448018,
Pf3D7_04_v3:452134-455571,-1.9272631536708598
Pf3D7_04_v3:456922-458020,
Pf3D7_04_v3:459710-461437,-1.6025809738198464
Pf3D7_04_v3:461991-463957,0.19985189675181528
Pf3D7_04_v3:464732-467339,-1.7411484438359865
Pf3D7_04_v3:470528-473596,-1.8312479002865478
Pf3D7_04_v3:474542-475558,
Pf3D7_04_v3:475944-476585,-1.508212999921191
Pf3D7_04_v3:479028-480468,
Pf3D7_04_v3:481177-483891,-1.7812154500633377
Pf3D7_04_v3:485832-489728,-1.4751315850600921
Pf3D7_04_v3:490442-493375,-1.8514890281392835
Pf3D7_04_v3:499168-503880,-1.9383150320799742
Pf3D7_04_v3:505933-509670,-1.6939630568619835
Pf3D7_04_v3:510380-512548,-1.6361674435054765
Pf3D7_04_v3:513154-517068,-1.854017747310309
Pf3D7_04_v3:518685-519101,-1.4890551521366566
Pf3D7_04_v3:519832-525618,-1.7631537886621342
Pf3D7_04_v3:528192-534485,-1.9729769876917045
Pf3D7_04_v3:536774-539110,-0.7447535423819611
Pf3D7_04_v3:540188-541198,-1.587528857342366
