,0
94,Pf3D7_02_v3:813827-814654
95,Pf3D7_02_v3:823825-824864
96,Pf3D7_02_v3:831189-832005
97,Pf3D7_02_v3:878468-879251
98,Pf3D7_02_v3:878468-879251
99,Pf3D7_02_v3:878468-879251
100,Pf3D7_02_v3:913244-914457
101,Pf3D7_02_v3:913244-914457
102,Pf3D7_02_v3:913244-914457
103,Pf3D7_02_v3:916352-923648
104,Pf3D7_02_v3:916352-923648
105,Pf3D7_02_v3:916352-923648
106,Pf3D7_03_v3:36965-44482
107,Pf3D7_03_v3:36965-44482
108,Pf3D7_03_v3:36965-44482
109,Pf3D7_03_v3:88250-89231
110,Pf3D7_03_v3:96568-97907
111,Pf3D7_03_v3:146372-147056
112,Pf3D7_03_v3:175022-175799
113,Pf3D7_03_v3:217941-218489
114,Pf3D7_03_v3:278956-279828
115,Pf3D7_03_v3:286906-287319
116,Pf3D7_03_v3:295107-296094
117,Pf3D7_03_v3:302826-303083
118,Pf3D7_03_v3:304317-304999
119,Pf3D7_03_v3:310652-311805
120,Pf3D7_03_v3:312693-313342
121,Pf3D7_03_v3:407980-408318
122,Pf3D7_03_v3:463326-464274
123,Pf3D7_03_v3:464662-464991
124,Pf3D7_03_v3:464662-464991
125,Pf3D7_03_v3:464662-464991
126,Pf3D7_03_v3:524154-526439
127,Pf3D7_03_v3:534239-535238
128,Pf3D7_03_v3:569308-571051
129,Pf3D7_03_v3:584226-585168
130,Pf3D7_03_v3:682795-683685
131,Pf3D7_03_v3:725015-726130
132,Pf3D7_03_v3:837307-838271
133,Pf3D7_03_v3:1007413-1008202
134,Pf3D7_03_v3:1007413-1008202
135,Pf3D7_03_v3:1007413-1008202
136,Pf3D7_03_v3:1012355-1013464
137,Pf3D7_03_v3:1012355-1013464
138,Pf3D7_03_v3:1012355-1013464
139,Pf3D7_03_v3:1030822-1038254
140,Pf3D7_03_v3:1030822-1038254
141,Pf3D7_03_v3:1030822-1038254
142,Pf3D7_04_v3:28706-37677
143,Pf3D7_04_v3:28706-37677
144,Pf3D7_04_v3:28706-37677
145,Pf3D7_04_v3:45555-56860
146,Pf3D7_04_v3:45555-56860
147,Pf3D7_04_v3:45555-56860
148,Pf3D7_04_v3:147490-148380
149,Pf3D7_04_v3:211515-213854
150,Pf3D7_04_v3:232595-233249
151,Pf3D7_04_v3:329216-329689
152,Pf3D7_04_v3:363599-364933
153,Pf3D7_04_v3:367845-368153
154,Pf3D7_04_v3:518685-519101
155,Pf3D7_04_v3:545987-553810
156,Pf3D7_04_v3:545987-553810
157,Pf3D7_04_v3:545987-553810
158,Pf3D7_04_v3:561667-569342
159,Pf3D7_04_v3:561667-569342
160,Pf3D7_04_v3:561667-569342
161,Pf3D7_04_v3:576810-584668
162,Pf3D7_04_v3:576810-584668
163,Pf3D7_04_v3:576810-584668
164,Pf3D7_04_v3:616914-618350
165,Pf3D7_04_v3:663416-664015
166,Pf3D7_04_v3:668578-669717
167,Pf3D7_04_v3:697918-698768
168,Pf3D7_04_v3:723073-724242
169,Pf3D7_04_v3:723073-724242
170,Pf3D7_04_v3:723073-724242
171,Pf3D7_04_v3:726265-727128
172,Pf3D7_04_v3:727710-727979
173,Pf3D7_04_v3:742149-743091
174,Pf3D7_04_v3:743611-745637
175,Pf3D7_04_v3:748088-749914
176,Pf3D7_04_v3:777200-779424
177,Pf3D7_04_v3:852510-853566
178,Pf3D7_04_v3:866501-868111
179,Pf3D7_04_v3:873138-874115
180,Pf3D7_04_v3:874811-875521
181,Pf3D7_04_v3:935031-941875
182,Pf3D7_04_v3:935031-941875
183,Pf3D7_04_v3:935031-941875
184,Pf3D7_04_v3:946169-953773
185,Pf3D7_04_v3:946169-953773
186,Pf3D7_04_v3:946169-953773
187,Pf3D7_04_v3:958067-965611
188,Pf3D7_04_v3:958067-965611
189,Pf3D7_04_v3:958067-965611
190,Pf3D7_04_v3:969031-976591
191,Pf3D7_04_v3:969031-976591
192,Pf3D7_04_v3:969031-976591
193,Pf3D7_04_v3:995998-996252
194,Pf3D7_04_v3:997240-997455
195,Pf3D7_04_v3:1022487-1024166
196,Pf3D7_04_v3:1026648-1027399
197,Pf3D7_04_v3:1049270-1049894
198,Pf3D7_04_v3:1055665-1056318
199,Pf3D7_04_v3:1058997-1060551
200,Pf3D7_04_v3:1071435-1071845
201,Pf3D7_04_v3:1077926-1078488
202,Pf3D7_04_v3:1113345-1114486
203,Pf3D7_04_v3:1156423-1167821
204,Pf3D7_04_v3:1156423-1167821
205,Pf3D7_04_v3:1156423-1167821
206,Pf3D7_04_v3:1173053-1180226
207,Pf3D7_04_v3:1173053-1180226
208,Pf3D7_04_v3:1173053-1180226
209,Pf3D7_05_v3:20929-28456
210,Pf3D7_05_v3:20929-28456
211,Pf3D7_05_v3:20929-28456
212,Pf3D7_05_v3:55841-56872
213,Pf3D7_05_v3:64065-65489
214,Pf3D7_05_v3:68930-70113
215,Pf3D7_05_v3:74509-79842
216,Pf3D7_05_v3:102193-102897
217,Pf3D7_05_v3:122449-122862
218,Pf3D7_05_v3:123332-123904
219,Pf3D7_05_v3:135004-135930
220,Pf3D7_05_v3:140710-141471
221,Pf3D7_05_v3:151422-152384
222,Pf3D7_05_v3:252047-252606
223,Pf3D7_05_v3:252047-252606
224,Pf3D7_05_v3:252047-252606
225,Pf3D7_05_v3:254473-255517
226,Pf3D7_05_v3:257748-258831
227,Pf3D7_05_v3:292696-293474
228,Pf3D7_05_v3:327656-328316
229,Pf3D7_05_v3:337426-339025
230,Pf3D7_05_v3:342205-343233
231,Pf3D7_05_v3:363588-364442
232,Pf3D7_05_v3:388696-389191
233,Pf3D7_05_v3:469276-469842
234,Pf3D7_05_v3:519129-520078
235,Pf3D7_05_v3:527639-528666
236,Pf3D7_05_v3:536273-536977
237,Pf3D7_05_v3:544540-545993
238,Pf3D7_05_v3:573588-574248
239,Pf3D7_05_v3:627298-627961
240,Pf3D7_05_v3:658423-658677
241,Pf3D7_05_v3:675809-676614
242,Pf3D7_05_v3:715765-716675
243,Pf3D7_05_v3:724681-725751
244,Pf3D7_05_v3:790399-790773
245,Pf3D7_05_v3:798036-798775
246,Pf3D7_05_v3:828953-829883
247,Pf3D7_05_v3:838428-839083
248,Pf3D7_05_v3:880065-880355
249,Pf3D7_05_v3:880065-880355
250,Pf3D7_05_v3:880065-880355
251,Pf3D7_05_v3:896018-896940
252,Pf3D7_05_v3:901414-902173
253,Pf3D7_05_v3:944184-944931
254,Pf3D7_05_v3:970266-970962
255,Pf3D7_05_v3:976690-977815
256,Pf3D7_05_v3:993433-994607
257,Pf3D7_05_v3:1013453-1014550
258,Pf3D7_05_v3:1016198-1016569
259,Pf3D7_05_v3:1066526-1067712
260,Pf3D7_05_v3:1068516-1069285
261,Pf3D7_05_v3:1129959-1130754
262,Pf3D7_05_v3:1156205-1156579
263,Pf3D7_05_v3:1178276-1178890
264,Pf3D7_05_v3:1220777-1221992
265,Pf3D7_05_v3:1224598-1224891
266,Pf3D7_05_v3:1224598-1224891
267,Pf3D7_05_v3:1224598-1224891
268,Pf3D7_05_v3:1254282-1254796
269,Pf3D7_05_v3:1279958-1280599
270,Pf3D7_05_v3:1279958-1280599
271,Pf3D7_05_v3:1301224-1301769
272,Pf3D7_06_v3:3503-12835
273,Pf3D7_06_v3:3503-12835
274,Pf3D7_06_v3:3503-12835
275,Pf3D7_06_v3:18586-22721
276,Pf3D7_06_v3:18586-22721
277,Pf3D7_06_v3:18586-22721
278,Pf3D7_06_v3:29618-31484
279,Pf3D7_06_v3:29618-31484
280,Pf3D7_06_v3:29618-31484
281,Pf3D7_06_v3:47463-48261
282,Pf3D7_06_v3:47463-48261
283,Pf3D7_06_v3:47463-48261
284,Pf3D7_06_v3:68833-69693
285,Pf3D7_06_v3:68833-69693
286,Pf3D7_06_v3:68833-69693
287,Pf3D7_06_v3:78190-78784
288,Pf3D7_06_v3:212415-213032
289,Pf3D7_06_v3:213558-214142
290,Pf3D7_06_v3:224613-225095
291,Pf3D7_06_v3:261031-261945
292,Pf3D7_06_v3:262826-263194
293,Pf3D7_06_v3:290426-291085
294,Pf3D7_06_v3:351780-352775
295,Pf3D7_06_v3:388915-390748
296,Pf3D7_06_v3:421157-422622
297,Pf3D7_06_v3:421157-422622
298,Pf3D7_06_v3:421157-422622
299,Pf3D7_06_v3:444747-445157
300,Pf3D7_06_v3:452667-453446
301,Pf3D7_06_v3:463564-464676
302,Pf3D7_06_v3:466198-466449
303,Pf3D7_06_v3:488579-489287
304,Pf3D7_06_v3:488579-489287
305,Pf3D7_06_v3:488579-489287
306,Pf3D7_06_v3:507678-508286
307,Pf3D7_06_v3:521228-521938
308,Pf3D7_06_v3:533907-535364
309,Pf3D7_06_v3:537778-538585
310,Pf3D7_06_v3:539304-539674
311,Pf3D7_06_v3:604573-605340
312,Pf3D7_06_v3:606142-607259
313,Pf3D7_06_v3:606142-607259
314,Pf3D7_06_v3:606142-607259
315,Pf3D7_06_v3:720535-721312
316,Pf3D7_06_v3:723117-731490
317,Pf3D7_06_v3:723117-731490
318,Pf3D7_06_v3:723117-731490
319,Pf3D7_06_v3:748416-748814
320,Pf3D7_06_v3:754395-754805
321,Pf3D7_06_v3:768792-769456
322,Pf3D7_06_v3:768792-769456
323,Pf3D7_06_v3:768792-769456
324,Pf3D7_06_v3:896989-897968
325,Pf3D7_06_v3:911503-911889
326,Pf3D7_06_v3:912406-913710
327,Pf3D7_06_v3:914743-915429
328,Pf3D7_06_v3:981066-982547
329,Pf3D7_06_v3:994284-994553
330,Pf3D7_06_v3:1035358-1036371
331,Pf3D7_06_v3:1042652-1042948
332,Pf3D7_06_v3:1042652-1042948
333,Pf3D7_06_v3:1042652-1042948
334,Pf3D7_06_v3:1073458-1073895
335,Pf3D7_06_v3:1084508-1084840
336,Pf3D7_06_v3:1179053-1180003
337,Pf3D7_06_v3:1218307-1219251
338,Pf3D7_06_v3:1295474-1296331
339,Pf3D7_06_v3:1295474-1296331
340,Pf3D7_06_v3:1295474-1296331
341,Pf3D7_06_v3:1297885-1299373
342,Pf3D7_06_v3:1297885-1299373
343,Pf3D7_06_v3:1297885-1299373
344,Pf3D7_06_v3:1318327-1319116
345,Pf3D7_06_v3:1318327-1319116
346,Pf3D7_06_v3:1318327-1319116
347,Pf3D7_06_v3:1323294-1324435
348,Pf3D7_06_v3:1323294-1324435
349,Pf3D7_06_v3:1323294-1324435
350,Pf3D7_06_v3:1353946-1366430
351,Pf3D7_06_v3:1353946-1366430
352,Pf3D7_06_v3:1353946-1366430
353,Pf3D7_06_v3:1374797-1382627
354,Pf3D7_06_v3:1374797-1382627
355,Pf3D7_06_v3:1374797-1382627
356,Pf3D7_07_v3:20307-28083
357,Pf3D7_07_v3:20307-28083
358,Pf3D7_07_v3:20307-28083
359,Pf3D7_07_v3:48300-49106
360,Pf3D7_07_v3:48300-49106
361,Pf3D7_07_v3:48300-49106
362,Pf3D7_07_v3:71049-71860
363,Pf3D7_07_v3:71049-71860
364,Pf3D7_07_v3:71049-71860
365,Pf3D7_07_v3:101694-102285
366,Pf3D7_07_v3:113144-113948
367,Pf3D7_07_v3:146645-147394
368,Pf3D7_07_v3:285472-286166
369,Pf3D7_07_v3:304315-304755
370,Pf3D7_07_v3:305563-306032
371,Pf3D7_07_v3:306855-307133
372,Pf3D7_07_v3:306855-307133
373,Pf3D7_07_v3:306855-307133
374,Pf3D7_07_v3:353986-354720
375,Pf3D7_07_v3:437900-438094
376,Pf3D7_07_v3:478468-479138
377,Pf3D7_07_v3:492519-493232
378,Pf3D7_07_v3:499336-499695
379,Pf3D7_07_v3:511950-519425
380,Pf3D7_07_v3:511950-519425
381,Pf3D7_07_v3:511950-519425
382,Pf3D7_07_v3:527338-535131
383,Pf3D7_07_v3:527338-535131
384,Pf3D7_07_v3:527338-535131
385,Pf3D7_07_v3:542906-550520
386,Pf3D7_07_v3:542906-550520
387,Pf3D7_07_v3:542906-550520
388,Pf3D7_07_v3:552158-559078
389,Pf3D7_07_v3:552158-559078
390,Pf3D7_07_v3:552158-559078
391,Pf3D7_07_v3:566726-574308
392,Pf3D7_07_v3:566726-574308
393,Pf3D7_07_v3:566726-574308
394,Pf3D7_07_v3:581386-588923
395,Pf3D7_07_v3:581386-588923
396,Pf3D7_07_v3:581386-588923
397,Pf3D7_07_v3:590326-597733
398,Pf3D7_07_v3:590326-597733
399,Pf3D7_07_v3:590326-597733
400,Pf3D7_07_v3:624379-625300
401,Pf3D7_07_v3:643101-643472
402,Pf3D7_07_v3:664956-666167
403,Pf3D7_07_v3:689543-690057
404,Pf3D7_07_v3:689543-690057
405,Pf3D7_07_v3:689543-690057
406,Pf3D7_07_v3:822438-823015
407,Pf3D7_07_v3:841108-842830
408,Pf3D7_07_v3:858742-859492
409,Pf3D7_07_v3:861583-862487
410,Pf3D7_07_v3:879454-879946
411,Pf3D7_07_v3:886346-887487
412,Pf3D7_07_v3:886346-887487
413,Pf3D7_07_v3:886346-887487
414,Pf3D7_07_v3:887816-889378
415,Pf3D7_07_v3:901549-902787
416,Pf3D7_07_v3:916434-917168
417,Pf3D7_07_v3:931459-932164
418,Pf3D7_07_v3:938279-938895
419,Pf3D7_07_v3:939715-940250
420,Pf3D7_07_v3:941776-942513
421,Pf3D7_07_v3:962031-962447
422,Pf3D7_07_v3:1023651-1024121
423,Pf3D7_07_v3:1070980-1071737
424,Pf3D7_07_v3:1079015-1080055
425,Pf3D7_07_v3:1191179-1192289
426,Pf3D7_07_v3:1264445-1264738
427,Pf3D7_07_v3:1410435-1412231
428,Pf3D7_07_v3:1410435-1412231
429,Pf3D7_07_v3:1410435-1412231
430,Pf3D7_07_v3:1414434-1415683
431,Pf3D7_07_v3:1414434-1415683
432,Pf3D7_07_v3:1414434-1415683
433,Pf3D7_07_v3:1417588-1426234
434,Pf3D7_07_v3:1417588-1426234
435,Pf3D7_07_v3:1417588-1426234
436,Pf3D7_08_v3:21361-28653
437,Pf3D7_08_v3:21361-28653
438,Pf3D7_08_v3:21361-28653
439,Pf3D7_08_v3:29700-39033
440,Pf3D7_08_v3:29700-39033
441,Pf3D7_08_v3:29700-39033
442,Pf3D7_08_v3:40948-50939
443,Pf3D7_08_v3:40948-50939
444,Pf3D7_08_v3:40948-50939
445,Pf3D7_08_v3:52760-53982
446,Pf3D7_08_v3:52760-53982
447,Pf3D7_08_v3:52760-53982
448,Pf3D7_08_v3:61138-62135
449,Pf3D7_08_v3:61138-62135
450,Pf3D7_08_v3:61138-62135
451,Pf3D7_08_v3:65716-71785
452,Pf3D7_08_v3:65716-71785
453,Pf3D7_08_v3:65716-71785
454,Pf3D7_08_v3:191976-194103
455,Pf3D7_08_v3:195148-195678
456,Pf3D7_08_v3:278381-279034
457,Pf3D7_08_v3:290902-291183
458,Pf3D7_08_v3:344288-344821
459,Pf3D7_08_v3:381564-382847
460,Pf3D7_08_v3:384298-385797
461,Pf3D7_08_v3:431165-439051
462,Pf3D7_08_v3:431165-439051
463,Pf3D7_08_v3:431165-439051
464,Pf3D7_08_v3:440408-448062
465,Pf3D7_08_v3:440408-448062
466,Pf3D7_08_v3:440408-448062
467,Pf3D7_08_v3:459312-466567
468,Pf3D7_08_v3:459312-466567
469,Pf3D7_08_v3:459312-466567
470,Pf3D7_08_v3:478512-478826
471,Pf3D7_08_v3:517421-517693
472,Pf3D7_08_v3:517421-517693
473,Pf3D7_08_v3:517421-517693
474,Pf3D7_08_v3:519331-519991
475,Pf3D7_08_v3:525058-527604
476,Pf3D7_08_v3:534469-536619
477,Pf3D7_08_v3:546163-547365
478,Pf3D7_08_v3:551199-552428
479,Pf3D7_08_v3:551199-552428
480,Pf3D7_08_v3:551199-552428
481,Pf3D7_08_v3:600525-602247
482,Pf3D7_08_v3:621805-623442
483,Pf3D7_08_v3:631584-632229
484,Pf3D7_08_v3:658493-662095
485,Pf3D7_08_v3:677989-678725
486,Pf3D7_08_v3:682518-683572
487,Pf3D7_08_v3:687340-688086
488,Pf3D7_08_v3:717113-719746
489,Pf3D7_08_v3:767110-767880
490,Pf3D7_08_v3:798777-800205
491,Pf3D7_08_v3:815150-815451
492,Pf3D7_08_v3:816803-817102
493,Pf3D7_08_v3:830006-831454
494,Pf3D7_08_v3:842317-843215
495,Pf3D7_08_v3:885198-886136
496,Pf3D7_08_v3:899004-899657
497,Pf3D7_08_v3:965822-966657
498,Pf3D7_08_v3:973586-974267
499,Pf3D7_08_v3:976074-976644
500,Pf3D7_08_v3:977432-978188
501,Pf3D7_08_v3:988281-988763
502,Pf3D7_08_v3:988281-988763
503,Pf3D7_08_v3:988281-988763
504,Pf3D7_08_v3:1018089-1019268
505,Pf3D7_08_v3:1022629-1023846
506,Pf3D7_08_v3:1096423-1097363
507,Pf3D7_08_v3:1096423-1097363
508,Pf3D7_08_v3:1096423-1097363
509,Pf3D7_08_v3:1100816-1101073
510,Pf3D7_08_v3:1160164-1161708
511,Pf3D7_08_v3:1241966-1242895
512,Pf3D7_08_v3:1252349-1253796
513,Pf3D7_08_v3:1254558-1255376
514,Pf3D7_08_v3:1256555-1257133
515,Pf3D7_08_v3:1269135-1269647
516,Pf3D7_08_v3:1294022-1294722
517,Pf3D7_08_v3:1307053-1307924
518,Pf3D7_08_v3:1353456-1354669
519,Pf3D7_08_v3:1365467-1367506
520,Pf3D7_08_v3:1374236-1375299
521,Pf3D7_08_v3:1374236-1375299
522,Pf3D7_08_v3:1374236-1375299
523,Pf3D7_08_v3:1392168-1393491
524,Pf3D7_08_v3:1392168-1393491
525,Pf3D7_08_v3:1392168-1393491
526,Pf3D7_08_v3:1435794-1443449
527,Pf3D7_08_v3:1435794-1443449
528,Pf3D7_08_v3:1435794-1443449
529,Pf3D7_09_v3:20080-27885
530,Pf3D7_09_v3:20080-27885
531,Pf3D7_09_v3:20080-27885
532,Pf3D7_09_v3:29797-31157
533,Pf3D7_09_v3:29797-31157
534,Pf3D7_09_v3:29797-31157
535,Pf3D7_09_v3:74409-75746
536,Pf3D7_09_v3:74409-75746
537,Pf3D7_09_v3:74409-75746
538,Pf3D7_09_v3:77861-78874
539,Pf3D7_09_v3:77861-78874
540,Pf3D7_09_v3:77861-78874
541,Pf3D7_09_v3:133762-135587
542,Pf3D7_09_v3:175542-177442
543,Pf3D7_09_v3:185821-186383
544,Pf3D7_09_v3:187342-188622
545,Pf3D7_09_v3:210077-210609
546,Pf3D7_09_v3:356536-357683
547,Pf3D7_09_v3:388149-388736
548,Pf3D7_09_v3:420485-421682
549,Pf3D7_09_v3:445788-446329
550,Pf3D7_09_v3:445788-446329
551,Pf3D7_09_v3:445788-446329
552,Pf3D7_09_v3:551426-553167
553,Pf3D7_09_v3:562677-562934
554,Pf3D7_09_v3:580760-581468
555,Pf3D7_09_v3:593107-593556
556,Pf3D7_09_v3:627754-628319
557,Pf3D7_09_v3:633574-634200
558,Pf3D7_09_v3:643232-644043
559,Pf3D7_09_v3:665978-666478
560,Pf3D7_09_v3:696863-698029
561,Pf3D7_09_v3:703368-703517
562,Pf3D7_09_v3:742494-743684
563,Pf3D7_09_v3:747173-748490
564,Pf3D7_09_v3:857587-858829
565,Pf3D7_09_v3:903362-904570
566,Pf3D7_09_v3:960181-961390
567,Pf3D7_09_v3:966795-968069
568,Pf3D7_09_v3:1010380-1011822
569,Pf3D7_09_v3:1025493-1026353
570,Pf3D7_09_v3:1025493-1026353
571,Pf3D7_09_v3:1025493-1026353
572,Pf3D7_09_v3:1027094-1027704
573,Pf3D7_09_v3:1028661-1030010
574,Pf3D7_09_v3:1063053-1063208
575,Pf3D7_09_v3:1097324-1098240
576,Pf3D7_09_v3:1099075-1099750
577,Pf3D7_09_v3:1120100-1121331
578,Pf3D7_09_v3:1131074-1132135
579,Pf3D7_09_v3:1163570-1165475
580,Pf3D7_09_v3:1182687-1183695
581,Pf3D7_09_v3:1186606-1186902
582,Pf3D7_09_v3:1195693-1198462
583,Pf3D7_09_v3:1263347-1264830
584,Pf3D7_09_v3:1264999-1266015
585,Pf3D7_09_v3:1278007-1278896
586,Pf3D7_09_v3:1287008-1288372
587,Pf3D7_09_v3:1348022-1348459
588,Pf3D7_09_v3:1349790-1350392
589,Pf3D7_09_v3:1350836-1351929
590,Pf3D7_09_v3:1367396-1367614
591,Pf3D7_09_v3:1373018-1373722
592,Pf3D7_09_v3:1400800-1402052
593,Pf3D7_09_v3:1430607-1431146
594,Pf3D7_09_v3:1436687-1437981
595,Pf3D7_09_v3:1440783-1441660
596,Pf3D7_09_v3:1492373-1493708
597,Pf3D7_09_v3:1492373-1493708
598,Pf3D7_09_v3:1492373-1493708
599,Pf3D7_09_v3:1495579-1503336
600,Pf3D7_09_v3:1495579-1503336
601,Pf3D7_09_v3:1495579-1503336
602,Pf3D7_10_v3:28490-36164
603,Pf3D7_10_v3:28490-36164
604,Pf3D7_10_v3:28490-36164
605,Pf3D7_10_v3:63152-64032
606,Pf3D7_10_v3:63152-64032
607,Pf3D7_10_v3:63152-64032
608,Pf3D7_10_v3:67807-68961
609,Pf3D7_10_v3:67807-68961
610,Pf3D7_10_v3:67807-68961
611,Pf3D7_10_v3:70547-70819
612,Pf3D7_10_v3:92573-93526
613,Pf3D7_10_v3:96113-97031
614,Pf3D7_10_v3:106653-108662
615,Pf3D7_10_v3:123770-124882
616,Pf3D7_10_v3:138765-139853
617,Pf3D7_10_v3:147639-148239
618,Pf3D7_10_v3:150416-150874
619,Pf3D7_10_v3:160316-160962
620,Pf3D7_10_v3:164945-165790
621,Pf3D7_10_v3:232422-232818
622,Pf3D7_10_v3:259060-260304
623,Pf3D7_10_v3:262150-262997
624,Pf3D7_10_v3:272243-272824
625,Pf3D7_10_v3:277621-279168
626,Pf3D7_10_v3:299280-299609
627,Pf3D7_10_v3:360625-362480
628,Pf3D7_10_v3:389504-391165
629,Pf3D7_10_v3:401876-402711
630,Pf3D7_10_v3:414732-415328
631,Pf3D7_10_v3:417705-419318
632,Pf3D7_10_v3:417705-419318
633,Pf3D7_10_v3:417705-419318
634,Pf3D7_10_v3:420185-421056
635,Pf3D7_10_v3:429204-430140
636,Pf3D7_10_v3:470979-471933
637,Pf3D7_10_v3:472546-473386
638,Pf3D7_10_v3:496331-497573
639,Pf3D7_10_v3:540622-541694
640,Pf3D7_10_v3:574129-575103
641,Pf3D7_10_v3:675293-676417
642,Pf3D7_10_v3:682182-682508
643,Pf3D7_10_v3:689888-690820
644,Pf3D7_10_v3:701746-702422
645,Pf3D7_10_v3:735921-736813
646,Pf3D7_10_v3:786503-787008
647,Pf3D7_10_v3:808618-808992
648,Pf3D7_10_v3:814352-814957
649,Pf3D7_10_v3:845086-846192
650,Pf3D7_10_v3:871095-871886
651,Pf3D7_10_v3:958939-959896
652,Pf3D7_10_v3:984228-985330
653,Pf3D7_10_v3:985350-986988
654,Pf3D7_10_v3:1022505-1022897
655,Pf3D7_10_v3:1088931-1089494
656,Pf3D7_10_v3:1089997-1090538
657,Pf3D7_10_v3:1101818-1103158
658,Pf3D7_10_v3:1122962-1124037
659,Pf3D7_10_v3:1140589-1142602
660,Pf3D7_10_v3:1145823-1146795
661,Pf3D7_10_v3:1150663-1151853
662,Pf3D7_10_v3:1204346-1204762
663,Pf3D7_10_v3:1253417-1254070
664,Pf3D7_10_v3:1302594-1304881
665,Pf3D7_10_v3:1338124-1338818
666,Pf3D7_10_v3:1354454-1355571
667,Pf3D7_10_v3:1378759-1379295
668,Pf3D7_10_v3:1423983-1425683
669,Pf3D7_10_v3:1444441-1445529
670,Pf3D7_10_v3:1477940-1478845
671,Pf3D7_10_v3:1495973-1496658
672,Pf3D7_10_v3:1505835-1506896
673,Pf3D7_10_v3:1511342-1511835
674,Pf3D7_10_v3:1548455-1549731
675,Pf3D7_10_v3:1591578-1592367
676,Pf3D7_10_v3:1591578-1592367
677,Pf3D7_10_v3:1591578-1592367
678,Pf3D7_10_v3:1596487-1597605
679,Pf3D7_10_v3:1596487-1597605
680,Pf3D7_10_v3:1596487-1597605
681,Pf3D7_10_v3:1639171-1640518
682,Pf3D7_10_v3:1639171-1640518
